,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,CABILDO INSULAR DE TENERIFE,CABILDO INSULAR DE TENERIFE,445143,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"300,000.00 €","Actividades de creación, artísticas y espectáculos",ES709 - Tenerife,CULTURA,"Aportación específica a TEA Tenerife Espacio de las Artes para el proyecto ""Producción y creación audiovisual 2018""..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Presupuesto general del Cabildo Insular de Tenerife para el ejercicio 2018,http://www.bopsantacruzdetenerife.org/descargar/2018/02/015/Bop015-18.pdf,No,No,01/01/2018,,,,
1,ANDALUCÍA,D. G. DE PESCA Y ACUICULTURA,445138,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"3,700,000.00 €",Acuicultura,ES61 - ANDALUCIA,"AGRICULTURA, PESCA Y ALIMENTACIÓN",Orden de 20 de marzo de 2019 por la que se convocan ayudas a la acuicultura marina 2019 Conv segunda.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden de 30 de enero de 2017, por la que se establecen las b.reguladoras para la concesión de ayudas de concurrencia competitiva para el Desarrollo Sostenible de la Acuicultura Marina en Andalucía, en el marco POperativo FEMP 2014-20",http://juntadeandalucia.es/boja/2017/25/2,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente a la publicación del estracto en BOJA,Un mes desde el día siguiente a la publicación del estracto en BOJA,,FEMP - FONDO EUROPEO MARÍTIMO Y DE PESCA
2,CABILDO INSULAR DE TENERIFE,CABILDO INSULAR DE TENERIFE,445133,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"210,000.00 €","Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES709 - Tenerife,CULTURA,"Aportación específica a TEA Tenerife Espacio de las Artes para la actividad ""Biblioteca TEA (Ayuntamiento)"" 2018..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Presupuesto general del Cabildo Insular de Tenerife para el ejercicio 2018,http://www.bopsantacruzdetenerife.org/descargar/2018/02/015/Bop015-18.pdf,No,No,01/01/2018,,,,
3,CABILDO INSULAR DE TENERIFE,CABILDO INSULAR DE TENERIFE,445126,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"557,175.42 €","Actividades de creación, artísticas y espectáculos",ES709 - Tenerife,CULTURA,Aportación específica de corriente para la producción de actividades.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Presupuesto general del Cabildo Insular de Tenerife para el ejercicio 2018,http://www.bopsantacruzdetenerife.org/descargar/2018/02/015/Bop015-18.pdf,No,No,01/01/2018,,,,
4,PALMA DEL RÍO,AYUNTAMIENTO DE PALMA DEL RÍO,445123,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"40,000.00 €",CONSTRUCCIÓN,ES613 - Córdoba,"COMERCIO, TURISMO Y PYMES",DECRETO 549/2019 CONVOCATORIA CONCESION SUBVENCIONES DESTINADAS A INCENTIVAR LA MEJORA Y MODERNIZACION DE LAS EMPRESAS UBICADAS EN PALMA DEL RIO.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,REGLAMENTO POR EL QUE SE ESTABLECE LA CONCESIÓN DE SUBVENCIONES DESTINADAS A INCENTIVAR LA MEJORA Y MODERNIZACIÓN DE LAS EMPRESAS UBICADAS EN PALMA DEL RIO,https://bop.dipucordoba.es/show/20160913/announcement/3183 --- https://bop.dipucordoba.es/show/20180509/announcement/1525,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",09/04/2019,,,
5,"PRAT DE LLOBREGAT, EL","AYUNTAMIENTO DE PRAT DE LLOBREGAT, EL",445112,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"120,000.00 €",Servicios de comidas y bebidas,ES511 - Barcelona,"COMERCIO, TURISMO Y PYMES","Convocatoria pública para el otorgamiento de subvenciones a los establecimientos de la avenida Virgen de Montserrat afectados por las obras de urbanización, año 2019.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases específicas reguladoras de subvenciones a los establecimientos de la Avenida Virgen de Montserrat afectados por las obras de urbanización para el año 2019,https://bop.diba.cat/scripts/ftpisa.aspx?fnew?bop2019&02/022019001716.pdf&1,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",30/04/2019,,,
6,LA RIOJA,AGENCIA DE DESARROLLO ECONÓMICO DE LA RIOJA,445108,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €","Programación, consultoría y otras actividades relacionadas con la informática",ES230 - La Rioja,"COMERCIO, TURISMO Y PYMES",PROG. PLAN EXPORTA PAIS O ASIS AGRUP EVENTOS ADER-MINIMIS PESCA.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden  DEI/16/2018,  de  2  de  marzo,  por  la  que  se  aprueban  las  bases  reguladoras  de  la  concesión  de  subvenciones  por  la  Agencia  de  Desarrollo  Económico  de  La  Rioja  destinadas  al  programa  estratégico  de  comercio  exterio",https://ias1.larioja.org//cex/sistemas/GenericoServlet?servlet=cex.sistemas.dyn.portal.ImgServletSis&code=oumCvWIgBUF6lChv9ZDgP%2FhXhSM%2FFmcHs1KCV7kVRo7ApHyqPVxRsoD%2BHW0E2YV6LEXZYSr1AOFH%0Aqw5OHdNZ8792yzY7y8j7f%2F5wfx5pENs%3D&&&,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DESDE LA PUBLICACIÓN DEL EXTRACTO,,,
7,LA RIOJA,AGENCIA DE DESARROLLO ECONÓMICO DE LA RIOJA,445107,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €",Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,ES230 - La Rioja,"COMERCIO, TURISMO Y PYMES",PROG. PLAN EXPORTA PAIS O ASISTENCIA AGRUPADA A EVENTOS ADER-MINIMIS.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden DEI/16/2018, de 2 de marzo, por la que se aprueban las bases reguladoras de la concesión de subvenciones por la Agencia de Desarrollo Económico de La Rioja destinadas al programa estratégico de comercio exterior, en régimen de concesión directa",https://ias1.larioja.org//cex/sistemas/GenericoServlet?servlet=cex.sistemas.dyn.portal.ImgServletSis&code=oumCvWIgBUF6lChv9ZDgP%2FhXhSM%2FFmcHs1KCV7kVRo7ApHyqPVxRsoD%2BHW0E2YV6LEXZYSr1AOFH%0Aqw5OHdNZ8792yzY7y8j7f%2F5wfx5pENs%3D&&&,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DESDE LA PUBLICACIÓN DEL EXTRACTO,,,
8,JACA,AYUNTAMIENTO DE JACA,445089,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"12,000.00 €","Comercio al por menor, excepto de vehículos de motor y motocicletas",ES241 - Huesca,"COMERCIO, TURISMO Y PYMES",CONVOCATORIA SUBVENCIONES FOMENTO ACTIVIDAD ECONOMICA EN 2019.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ordenanza General Reguladora de la Concesión de Subvenciones en el Ayuntamiento de Jaca BOP 27/02/2018,http://bop.dphuesca.es/index.php/mod.bopboletines/mem.visualizarpdf/relcategoria.60002/idbopboletin.5869/chk.b22ad5b32fcf1e840971a25ab11bb988.html,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",15/10/2019,,,
9,ILLES BALEARS,FONDO DE GARANTÍA AGRARIA Y PESQUERA DE LAS ISLAS BALEARES (FOGAIBA),445080,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"55,000.00 €","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",ES53 - ILLES BALEARS,"AGRICULTURA, PESCA Y ALIMENTACIÓN",ayudas para ferias agrarias y concursos morfológicos para el año 2018.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden de la Consejera de Agricultura y Pesca, de 10 de marzo de 2005, por la que se establecen las bases reguladoras de las subvenciones a los sectores agrario y pesquero",http://boib.caib.es/pdf/2005043/mp15.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",El día siguiente a la publicación del extracto de la Resolución en el Boletín Oficial de las Illes B,,,
10,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE AGRICULTURA Y DESARROLLO RURAL,445070,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,0.00 €,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES52 - COMUNIDAD VALENCIANA,"AGRICULTURA, PESCA Y ALIMENTACIÓN","RESOLUCIÓN de 20 de marzo de 2019, del director general de Agricultura Ganadería y Pesca , por la que se establece la convocatoria para el Plan 2019 de las ayudas destinadas a la suscripción de seguros agrarios del Plan Nacional de Seguros Agrarios Co.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden 14/2015, de 23 de marzo de la Conselleria de Presidencia y Agricultura, Pesca, Alimentación y Agua, por la que se regulan las subvenciones a la suscripción de seguros agrarios del Plan Nacional de seguros agrarios combinados.",http://www.dogv.gva.es/datos/2015/04/13/pdf/2015_3257.pdf,Sí,Sí,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",01/01/2019,31/12/2019,SA.00000,
11,SANT VICENÇ DELS HORTS,AYUNTAMIENTO DE SANT VICENÇ DELS HORTS,445058,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"9,000.00 €",OTROS SERVICIOS,ES511 - Barcelona,OTRAS PRESTACIONES ECONÓMICAS,BASES REGULADORAS ESPECIFICAS DE LA 6ª EDICION DEL CONCURSO DE IDEAS EMPRENDEDORAS Y PROYECTOS EMPRESARIALES Y COMERCIALES..,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,BASES REGULADORAS ESPECIFICAS DE LA 6ª EDICION DEL CONCURSO DE IDEAS EMPRENDEDORAS Y PROYECTOS EMPRESARIALES Y COMERCIALES.,https://bop.diba.cat/scripts/ftpisa.aspx?fnew?bop2019&03/022019004622.pdf&1,No,No,,10/04/2019,,,
12,ELCHE/ELX,AYUNTAMIENTO DE ELCHE/ELX,445054,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"200,000.00 €",OTROS SERVICIOS,ES521 - Alicante / Alacant,DESEMPLEO,CONVOCATORIA AYUDAS ELX EMPLEA 2019.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,EDICTO DE APROBACIÓN DEFINITIVA DEL PRESUPUESTO GENERAL DEL EXCMO. AYUNTAMIENTO DE ELCHE PARA EL EJERCICIO 2018,http://www.dip-alicante.es/bop2/pdftotal/2018/01/17_12/2018_000369.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DIA SIGUIENTE PUBLIC.EXTRACTO CONVOCATORIA BOP,,,
13,"CARBALLIÑO, O","AYUNTAMIENTO DE CARBALLIÑO, O",445051,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"85,000.00 €","Actividades deportivas, recreativas y de entretenimiento",ES113 - Ourense,OTRAS PRESTACIONES ECONÓMICAS,Subvención nominativa CD Arenteiro 2019.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ordenanza General de Subvenciones (BOP 49/2005),http://carballino.sedelectronica.gal/?x=8TAqQDYOGO7OsIhMAv6k3haMOR4pTzuV2n9k9qy1fNLWXHidsNh1w6Wu7qV27zRmaoTsOdQZs4ECvag3dsaBISOXCCT7Ic8h2HY1z3zmzTQhhEiq7JT0eQ,No,No,18/03/2019,,,,
14,BALMASEDA,AYUNTAMIENTO DE BALMASEDA,445047,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"45,000.00 €",EDUCACIÓN,ES213 - Bizkaia,EDUCACIÓN,"Conceder a Zubi Zaharra Ikastola, Sdad Cooperativa, la subvención de 288€ por alumno/a matriculada a 1 de enero de 2019 hasta un máximo de 45000€.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Conceder a Zubi Zaharra Ikastola, Sdad Cooperativa, la subvención de 288€ por alumno/a matriculada a 1 de enero de 2019 hasta un máximo de 45000€",www.balmaseda.eus,No,No,01/03/2019,,,,
15,DIPUTACIÓN PROV. DE ALBACETE,DIPUTACIÓN PROVINCIAL DE ALBACETE,445045,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"30,000.00 €","Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES421 - Albacete,CULTURA,"Acuerdo de fecha 21 de febrero de 2019 del Consejo Rector del Instituto de Estudios Albacetenses, organismo autónomo de la Excma. Diputación de Albacete,  por la que se convocan  Subvenciones para proyectos de investigación arqueológicos de  2019.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,ordenanza sectorial reguladora de subvenciones ayudas y premios a la investigación del organismo autónomo provincial “instituto de estudios albacetenses don juan manuel”,http://www.dipualba.es/bop/ficheros/2019/7/BOP%207-19-P-5.PDF,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",desde el día siguiente a la publicación del extracto en BOP,treinta días naturales,,
16,GALICIA,AGENCIA GALLEGA DE LAS INDUSTRIAS CULTURALES (AGADIC),445032,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €","Actividades de creación, artísticas y espectáculos",ES11 - GALICIA,CULTURA,"RESOLUCIÓN del 20 de marzo de 2019 por la que se aprueban las bases para la concesión de subvenciones, en régimen de concurrencia non competitiva, para asistencia a mercados y foros internacionales de contenidos audiovisuales, y se convocan para el año 20.",.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"RESOLUCIÓN del 20 de marzo de 2019 por la que se aprueban las bases para la concesión de subvenciones, en régimen de concurrencia non competitiva, para asistencia a mercados y foros internacionales de contenidos audiovisuales, y se convocan para el año 20",https://www.xunta.gal/diario-oficial-galicia,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",26/03/2019,25/04/2019,,
17,GALICIA,AGENCIA GALLEGA DE LAS INDUSTRIAS CULTURALES (AGADIC),445031,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"40,000.00 €","Actividades de creación, artísticas y espectáculos",ES11 - GALICIA,CULTURA,"RESOLUCIÓN  del  20 de marzo de 2019 por la que se aprueban las bases para la concesión de subvenciones para la promoción y difusión del audiovisual gallego en festivales y muestras nacionales e internacionales de productos audiovisuales, y se convocan pa.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"RESOLUCIÓN  del  20 de marzo de 2019 por la que se aprueban las bases para la concesión de subvenciones para la promoción y difusión del audiovisual gallego en festivales y muestras nacionales e internacionales de productos audiovisuales, y se convocan pa",https://www.xunta.gal/diario-oficial-galicia,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",26/03/2019,25/04/2019,,
18,EXTREMADURA,"CONSEJERÍA DE MEDIO AMBIENTE Y RURAL, POLÍTICAS AGRARIAS Y TERRITORIO",445021,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"29,000,000.00 €",Fabricación de productos lácteos,ES43 - EXTREMADURA,"AGRICULTURA, PESCA Y ALIMENTACIÓN","Subv. 2019 de Incentivos agroindustriales extremeños a inversiones destinadas a la transformación y comercialización o desarrollo de productos agrícolas, s/ Orden de 15 de marzo de 2019 que las convoca.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Decreto 208/2018, de 28 de diciembre, de bases reguladoras de concesión de incentivos agroindustriales en Extremadura, para el apoyo a inversiones destinadas a la transformación y comercialización o desarrollo de productos agrícolas",http://doe.gobex.es/pdfs/doe/2019/70o/18040240.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente a publicación en DOE,Dos meses desde día siguiente a publicación,,FEADER - FONDO EUROPEO AGRÍCOLA DE DESARROLLO RURAL 
19,REUS,AYUNTAMIENTO DE REUS,445007,20/03/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"48,400.00 €","ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES51 - CATALUÑA,CULTURA,"REUSSONA, CONCURS DE MÚSICA PER A JOVES.",.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"REUSSONA, Concurs de música per a joves",https://seu.reus.cat/seu/documentPublic/download/3723,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",14/04/2019,,,
