,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,REGIÓN DE MURCIA,INSTITUTO DE FOMENTO DE LA REGIÓN DE MURCIA (INFO),558813,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"25,750.00 €",Intermediarios del comercio,ES620 - Murcia,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,"Resolución de 19/04/2021 del Director del Instituto de Fomento de la Región de Murcia, por delegación, de convocatoria de ayudas a la participación en misiones comerciales, Misión Comercial Virtual Suecia y Dinamarca 2021 - Productos Ecológicos..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden de 25/07/2017, modificada por orden de 30/06/2020, por la que se aprueban las BB.RR. de las ayudas a la promoción intl.de las empresas de la R. de Murcia, mediante la participación en ferias y misiones. Plan Internacionaliza-Pyme 2014-2020.",https://www.borm.es/ofvirtual/documento?obj=anu&id=785932,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente a la publicación del extracto en el BORM.,Hasta 8 días hábiles a partir del siguiente a la publicación de extracto de esta convocatoria.,,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
1,AMPUERO,AYUNTAMIENTO DE AMPUERO,558801,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS,ES130 - Cantabria,"COMERCIO, TURISMO Y PYMES",Ayudas directas a empresarios y autónomos como consecuencia de la crisis sanitaria ocasionada por el COVID-19 en 2021.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Convocatoria  de Ayudas directas a empresarios y autónomos como consecuencia de la crisis sanitaria ocasionada por el COVID-19 en 2021,https://ampuero.sedelectronica.es/transparency/c32b8fac-cb05-4606-a553-4f8127b96105/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el momento en que se publiquen estas Bases,,,
2,DIPUTACIÓN PROV. DE SEGOVIA,DIPUTACIÓN PROVINCIAL DE SEGOVIA,558777,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"50,000.00 €",HOSTELERÍA,ES416 - Segovia,"COMERCIO, TURISMO Y PYMES","CONCESION DE BONOS DESCUENTO, COMO AYUDA DESTINADA AL SECTOR TURISTICO DE LA PROVINCIA DE SEGOVIA.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"CONCESION DE BONOS DESCUENTO, COMO AYUDA DESTINADA AL SECTOR TURISTICOS DE LA PROVINCIA DE SEGOVIA",https://segoviaturismo.es/promocion-segovia,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DIA SIGUIENTE PUBLICACIÓN BOP,12  de diciembre de 2021,,
3,CANTABRIA,"SECRET.GRAL. DE OBRAS PÚBLICAS, ORDENACIÓN DEL TERRITORIO Y URBANISMO",558776,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"4,150.00 €",OTROS SERVICIOS,ES130 - Cantabria,INFRAESTRUCTURAS,SUBVENCIÓN NOMINATIVA A LA ASOCIACIÓN ESPAÑOLA DE LA CARRETERA PARA LA CONSECUCIÓN DE SUS FINES POR MEDIO DE LA CUOTA DE SUSCRIPCIÓN ANUAL.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Ley de Cantabria 11/2020, de 28 de diciembre, de Presupuestos Generales de la Comunidad Autónoma de Cantabria para el año 2021",https://www.cantabria.es/documents/16870/10159872/LEY+DE+PRESUPUESTOS.pdf/03daa9f2-e6bd-80df-1d23-626ef4015d72?t=1610370004836,No,No,01/01/2021,,,,
4,COMUNITAT VALENCIANA,SECRETARÍA AUTONÓMICA DE AGRICULTURA Y DESARROLLO RURAL,558775,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"28,500,000.00 €","AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES52 - COMUNIDAD VALENCIANA,"AGRICULTURA, PESCA Y ALIMENTACIÓN","RESOLUCIÓN de 20 de abril de 2021, del director general de Agricultura Ganadería y Pesca, por la que se establece la convocatoria para el Plan 2021 de las ayudas destinadas a la suscripción de seguros agrarios del Plan Nacional de Seguros Agrarios Combina.","RESOLUCIÓ de 20 d'abril de 2021, del director general d'Agricultura Ramaderia i Pesca, per la qual s'estableix la convocatòria per al Pla 2021 de les ajudes destinades a la subscripció d'assegurances agràries del Pla Nacional d'Assegurances Agràries Combi.",PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden 14/2015, de 23 de marzo de la Conselleria de Presidencia y Agricultura, Pesca, Alimentación y Agua, por la que se regulan las subvenciones a la suscripción de seguros agrarios del Plan Nacional de seguros agrarios combinados.",http://www.dogv.gva.es/datos/2015/04/13/pdf/2015_3257.pdf,Sí,Sí,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",01/01/2021,31/12/2021,SA.41133,
5,FUENGIROLA,AYUNTAMIENTO DE FUENGIROLA,558774,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"1,851.85 €",Comercio al por menor en establecimientos no especializados,ES617 - Málaga,"COMERCIO, TURISMO Y PYMES","CONVOCATORIA DE LA COMPAÑA DE PROMOCIÓN AL COMERCIO LOCAL ""ESTA PRIMAVERA"".",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"APOYO AL COMERCIO LOCAL CAMPAÑA ""ESTA PRIMAVERA""",https://sede.fuengirola.es/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",EL DÍA SIGUIENTE A SU PUBLICACIÓN EN EL BOP,09/05/2021,,
6,CANARIAS,"CONSEJERÍA DE AGRICULTURA, GANADERÍA Y PESCA",558773,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"850,000.00 €","Agricultura, ganadería, caza y servicios relacionados con las mismas",ES70 - CANARIAS,"AGRICULTURA, PESCA Y ALIMENTACIÓN",SUBV. ADOPCIÓN DE MEDIDAS DE AGROAMBIENTE Y CLIMA_2021.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"ORDEN de 15 de septiembre de 2016, por la que se aprueban las bases reguladoras,PDR 2014/2020",http://www.gobiernodecanarias.org/boc/2016/186/001.html,Sí,Sí,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",AL DÍA SIGUIENTE DE LA PUBLICACIÓN DEL EXTRACTO EN EL BOC,2 MESES,,
7,COMUNIDAD FORAL DE NAVARRA,"DEPARTAMENTO DE DESARROLLO RURAL, MEDIO AMBIENTE Y ADMINISTRACION LOCAL",558762,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"2,000,000.00 €","AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES22 - COMUNIDAD FORAL DE NAVARRA,"AGRICULTURA, PESCA Y ALIMENTACIÓN",Convocatoria 2021 de ayudas a las Inversiones en equipamiento de riego para explotaciones agrarias en la zona de actuación de Canal de Navarra. PDR 2014-2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ayudas a las Inversiones en equipamiento de riego para explotaciones agrarias en la zona de actuación de Canal de Navarra. PDR 2014-2020,https://bon.navarra.es/es/inicio,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A partir del día siguiente a su publicación en el BON,90 días naturales a contar desde el día siguiente a su publicación en el BON,,FEADER - FONDO EUROPEO AGRÍCOLA DE DESARROLLO RURAL 
8,ESTADO,MINISTERIO DE DEFENSA,558754,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"10,500.00 €",ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL OBLIGATORIA,ES - ESPAÑA ,DEFENSA,Resolución de 05 de abril 2021 del Director General de Reclutamiento y Enseñanza Militar para la concesión de ayudas para el fomento y apoyo a la dedicación de los militares deportistas de alto nivel al deporte militar internacional de alta competición..,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden DEF/806/2020, de 18 de agosto, por la que se establecen las bases reguladoras para la concesión de ayudas para el fomento y apoyo a la dedicación de los militares deportistas de alto nivel al deporte militar internacional de alta competición.","Orden DEF/806/2020, de 18 de agosto, por la que se establecen las bases reguladoras para la concesión de ayudas para el fomento y apoyo a la dedicación de los militares deportistas de alto nivel al deporte militar internacional de alta competición.",Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",31/05/2021,,,
9,DIPUTACIÓN PROV. DE VALENCIA,DIPUTACIÓN PROVINCIAL DE VALENCIA,558750,21/04/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"10,000.00 €",EDUCACIÓN,ES523 - Valencia / València,OTRAS PRESTACIONES ECONÓMICAS,"CONVOCATORIA SUBVENCIÓN A LA FUNDACIÓN UNIVERSITARIA SANT PABLO CEU-UNIVERSIDAD CEU CARDENAL HERRERA,  DESTINADA A ESTUDIO DE FISIOLOGÍA DEL CABALLO DE TIRO EN SUS DIFERENTES MODALIDADES Y CATEGORÍAS POR PESOS DE LOS ANIMALES..","CONVOCATÒRIA SUBVENCIÓ A LA  FUNDACIÓ UNIVERSITÀRIA SANT PABLO CEU- UNIVERSITAT  CEU CARDENAL HERRERA, DESTINADA A ESTUDI DE FISIOLOGIA DEL CAVALL DE TIR EN LES SEUES DIFERENTS MODALITATS I CATEGORIES PER PESOS DELS ANIMALS..",GRAN EMPRESA,"CONVOCATORIA SUBVENCIÓN A LA FUNDACIÓN UNIVERSITARIA SANT PABLO CEU-UNIVERSIDAD CEU CARDENAL HERRERA,  DESTINADA A ESTUDIO DE FISIOLOGÍA DEL CABALLO DE TIRO EN SUS DIFERENTES MODALIDADES Y CATEGORÍAS POR PESOS DE LOS ANIMALES.",https://bop.dival.es/,No,Sí,,,,,
