,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,SANTA ÚRSULA,AYUNTAMIENTO DE SANTA ÚRSULA,516345,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"240,000.00 €",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS,ES709 - Tenerife,"COMERCIO, TURISMO Y PYMES",Procedimiento de concesión directa de subvenciones destinadas a los/as autónomos/as y/o pequeñas y medianas empresas del municipio de Santa Úrsula para mitigar los efectos generados por la crisis sanitaria del Covid-19..,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases reguladoras del procedimiento de concesión de subvenciones económicas destinadas a preservar la actividad económica de los sectores empresariales del municipio de Santa Úrsula ante la situación provocada por la Pandemia del Covid-19.,http://www.bopsantacruzdetenerife.org,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Al día siguiente de su publicación en el B.O.P de Santa Cruz de Tenerife.,,,
1,CABILDO INSULAR DE TENERIFE,CABILDO INSULAR DE TENERIFE,516341,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"300,000.00 €","Actividades de creación, artísticas y espectáculos",ES709 - Tenerife,CULTURA,Convocatoria de subvenciones para la realización de proyectos culturales por parte de empresas y empresarios 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases generales reguladoras de la convocatoria de las subvenciones para la realización de proyectos por parte del sector cultural y creativo,http://www.bopsantacruzdetenerife.org/descargar/2018/03/037/Bop037-18.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",17/08/2020,,,
2,CATALUÑA,INSTITUT CATALÀ DE LES EMPRESES CULTURALS (ICEC),516337,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"78,500.00 €","Actividades de creación, artísticas y espectáculos",ES51 - CATALUÑA,CULTURA,"RESOLUCIÓN DE CONCESIÓN DE AYUDA EXCLUIDA DE CONCURRENCIA PÚBLICA A POTEMKIM EVENTS, SL (EXP. TECU06/20/000001).",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Plan estratégico de subvenciones,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,No,No,01/01/2020,,,,
3,CATALUÑA,"DEPARTAMENT D'ACCIÓ CLIMÀTICA, ALIMENTACIÓ I AGENDA RURAL ",516333,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"11,952.00 €","AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES51 - CATALUÑA,"AGRICULTURA, PESCA Y ALIMENTACIÓN",REGLAMENTO DE EJECUCIÓN (UE) 2019/1882 DE LA COMISIÓN de 8 de noviembre de 2019 por el que se inician procedimientos de licitación en relación con el importe de la ayuda para el almacenamiento privado de aceite de olival.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Plan estratégico de subvenciones,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,No,No,01/01/2019,,,,FEAGA - FONDO EUROPEO AGRÍCOLA DE GARANTÍA
4,OTROS,CÁMARA DE COMERCIO DE SORIA,516329,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"4,950.00 €","SUMINISTRO DE ENERGÍA ELÉCTRICA, GAS, VAPOR Y AIRE ACONDICIONADO",ES417 - Soria,FOMENTO DEL EMPLEO,Ayudas a la contratación PICE Cámara de Comercio de Soria. 2020..,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ayudas a la contratación PICE Cámara de Comercio de Soria. 2020.,http://www.camarasoria.com/content/formaci%C3%B3n-y-empleo,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Al día siguiente de la publicación de la convocatoria en el Boletín Oficial de la Provincia de Soria,Hasta el 31.12.2020 o hasta agotar el presupuesto consignado en la convocatoria,,FSE - FONDO SOCIAL EUROPEO 
5,PATERNA,AYUNTAMIENTO DE PATERNA,516328,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €",INDUSTRIA MANUFACTURERA,ES523 - Valencia / València,FOMENTO DEL EMPLEO,CHEQUE EMPLEO 2020- AYUDAS A LA CONTRATACION.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,BASES REGULADORAS CHEQUE EMPLEO 2020,http://bop.dival.es/bop/drvisapi.dll?LO=00000001A6B7C8D9000000050000004F000005A1434FB800000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf#page=56,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DIA SIGUIENTE A LA PUBLICACIÓN DEL EXTRACTO DE LA CONVOCATORIA,,,
6,ANDALUCÍA,D. G. DE LA PRODUCCIÓN AGRÍCOLA Y GANADERA,516327,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"3,478,537.80 €","Agricultura, ganadería, caza y servicios relacionados con las mismas",ES61 - ANDALUCIA,"AGRICULTURA, PESCA Y ALIMENTACIÓN","Orden de 17 julio de 2020, por la que se convocan para 2020,las ayudas previstas en la Orden de 30.06.16, por la que se regulan las subv. en rég. de conc.comp.,dirigidas a la conserv.y el uso y desarr.sostenibles de los recursos genéticos en la ganadería.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden de 30 de junio de 2016, por la que se regula las subvenciones en r.concurrencia competitiva dirigidas a la conservación y el uso y desarrollo sostenibles de los recursos genéticos en la ganadería, en el marco PDRA 2014-20 (Oper. 10.2.1)",http://juntadeandalucia.es/boja/2016/126/2,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",a partir del día siguiente al que se publique en el Boletín Oficial de la Junta de Andalucía el extr,,,FEADER - FONDO EUROPEO AGRÍCOLA DE DESARROLLO RURAL 
7,ARGENTONA,AYUNTAMIENTO DE ARGENTONA,516321,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"6,327.18 €",EDUCACIÓN,ES51 - CATALUÑA,EDUCACIÓN,SUBVENCIONS CONCURRÈNCIA EDUCACIÓ 2020.,.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Bases reguladores  per a l¿atorgament de subvencions en règim de concurrència competitiva per a finançar projectes i/o activitats en els àmbits de benestar social, esports, cultura i medi ambient, i de suport a actes commemoratius",https://bop.diba.cat/scripts/ftpisa.aspx?fnew?bop2017&08/022017016725.pdf&1,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",18/09/2020,,,
8,EIBAR,AYUNTAMIENTO DE EIBAR,516319,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"5,000.00 €",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS,ES212 - Gipuzkoa,"COMERCIO, TURISMO Y PYMES",Subvención para poner en euskera los rótulos y los elementos que componen la imagen corporativa de los establecimientos de Eibar.,Eibarko establezimenduen irudi korporatiboa osatzen duten errotuluak eta elementuak euskaraz jartzeko dirulaguntza.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Bases reguladoras para la concesión por parte del Ayuntamiento de Eibar de subvenciones para la instalación de rótulos, inscripciones y elementos que componen la imagen corporativa en euskera o en bilingüe en establecimientos mediante el procedimiento de",https://egoitza.gipuzkoa.eus/gao-bog/castell/bog/2019/05/27/c1903381.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",13/11/2020,,,
9,CASTILLA Y LEÓN,SERVICIO PÚBLICO DE EMPLEO DE CASTILLA Y LEÓN,516310,17/07/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"2,667,914.00 €",INDUSTRIA MANUFACTURERA,ES41 - CASTILLA Y LEON,FOMENTO DEL EMPLEO,"Resolución de 14 de julio de.2020 del Servicio Público de Empleo de Castilla y León, por la que se convocan subvenciones, cofinanciadas por el FSE, dirigidas al fomento del empleo estable por cuenta ajena, para el año 2020.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden EMP/289/2019, de 21 de marzo, por la que se establecen las bases reguladoras de las subvenciones, cofinanciadas por el FSE, dirigidas a fomentar el empleo estable por cuenta ajena, modificada por Orden EEI/529/2020, de 17 de junio",http://bocyl.jcyl.es/boletines/2019/04/03/pdf/BOCYL-D-03042019-4.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",15/10/2020,,,FSE - FONDO SOCIAL EUROPEO 
