,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,CANARIAS,SERVICIO CANARIO DE EMPLEO,509175,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,554.10 €,Fabricación de otros productos cerámicos,ES7 - CANARIAS,FOMENTO DEL EMPLEO,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS CEE,HTTPS://BOE.ES/EL/ES/O/1998/10/16(01),No,No,01/01/2020,,,,
1,CANARIAS,SERVICIO CANARIO DE EMPLEO,509174,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"81,873.05 €",Actividades de limpieza,ES7 - CANARIAS,FOMENTO DEL EMPLEO,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS CEE,HTTPS://BOE.ES/EL/ES/O/1998/10/16(01),No,No,01/01/2020,,,,
2,CANARIAS,SERVICIO CANARIO DE EMPLEO,509172,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"29,070.63 €",OTROS SERVICIOS,ES70 - CANARIAS,FOMENTO DEL EMPLEO,SUBVENCION 50%SMI MANTENIMIENTO DE PUESTOS CEE.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS CEE,HTTPS://BOE.ES/ELI/ES/O/1998/10/16/(1),No,No,,,,,
3,BERJA,AYUNTAMIENTO DE BERJA,509168,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"70,000.00 €",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS,ES611 - Almería,"COMERCIO, TURISMO Y PYMES",SUBVENCIONES CON DESTINO A AUTÓNOMOS Y EMPRESAS AFECTADOS POR EL CIERRE TEMPORAL DE ACTIVIDADES DE BERJA.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCIONES CON DESTINO A AUTÓNOMOS Y EMPRESAS AFECTADOS POR EL CIERRE TEMPORAL DE ACTIVIDADES,http://www.berja.es/Servicios/cmsdipro/index.nsf/tablon.xsp?p=Berja&documentId=6B33B2E68C22FDE9C1258583002554A3,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DÍA SIGUIENTE DE PUBLICACION BOP,QUINCE DÍA HÁBILES,,
4,COMUNIDAD FORAL DE NAVARRA,DEPARTAMENTO DE CULTURA Y DEPORTE,509156,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"315,000.00 €","Actividades cinematográficas, de vídeo y de programas de televisión",ES22 - COMUNIDAD FORAL DE NAVARRA,CULTURA,Convocatoria de ayudas a la producción de proyectos cinematográficos y audiovisuales de largometraje. GENERAZINEMA PRODUCCIÓN 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Concesión de ayudas a la producción cinematográfica y audiovisual,http://www.navarra.es/home_es/Servicios/,No,No,,,,,
5,SANTA MARGARIDA DE MONTBUI,AYUNTAMIENTO DE SANTA MARGARIDA DE MONTBUI,509155,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"3,840.00 €",OTROS SERVICIOS,ES511 - Barcelona,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,CONVENI ARTESANAS DE CORAZON MAGATZEM REGULADOR.,.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,CONVENI ARTESANAS DE CORAZON - MAGATZEM REGULADOR,https://bop.diba.cat/temp/07_05167a19999.pdf,No,No,01/01/2020,,,,
6,SANTA MARGARIDA DE MONTBUI,AYUNTAMIENTO DE SANTA MARGARIDA DE MONTBUI,509154,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"2,000.00 €",OTROS SERVICIOS,ES511 - Barcelona,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,CONVENI CREU ROJA.,.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ORDENANÇA GENERAL DE SUBVENCIONS,https://bop.diba.cat/temp/07_022005016110.htm,No,No,01/01/2019,,,,
7,ALCOBENDAS,AYUNTAMIENTO DE ALCOBENDAS,509150,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"120,000.00 €",Actividades relacionadas con el empleo,ES30 - COMUNIDAD DE MADRID,"COMERCIO, TURISMO Y PYMES",SOLICITUD DE SUBVENCIONES PARA REACTIVACION DEL TURISMO DE NEGOCIOS MEDIANTE EL APOYO A LAS MICROEMPRESAS Y AUTÓNOMOS QUE HAYAN TENIDO QUE SUSPENDER SU ACTIVIDAD TEMPORALMENTE POR LA EMERGENCIA SANITARIA PROVOCADA POR EL BROTE COVID-19.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"BASES REGULADORAS GENERALES PARA LA CONCESION DE SUBVENCIONES EN MARTERIA DE DESARROLLO ECONÓMICO, FOMENTO DEL EMPLEO Y COMERCIO",https://www.bocm.es/boletin/CM_Seccion_BOCM/2014/07/28/BOCM-20140728.PDF,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",El dia siguiente hábil a su publicación en el BOCM,Quince días hábiles desde el día siguiente a su publicación en el BOCM,,
8,CASTILLA-LA MANCHA,INSTITUTO DE PROMOCION EXTERIOR DE CASTILLA-LA MANCHA,509143,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"10,800.00 €",Fabricación de muebles,ES42 - CASTILLA LA MANCHA,"COMERCIO, TURISMO Y PYMES","CONVOCATORIA MISIÓN COMERCIAL VIRTUAL A CHILE, ARGENTINA Y URUGUAY 2020.",.,GRAN EMPRESA,"Orden 58/2017, de 20 de marzo, de la Consejería de Economía, Empresas y Empleo, por la que se establecen las bases reguladoras de las ayudas para la participación agrupada en acciones de internacionalización convocadas por el Instituto de Promoción Exteri",https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2017/03/31/pdf/2017_3673.pdf&tipo=rutaDocm,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día de su publicación,,,
9,ILLES BALEARS,DIRECCIÓN GENERAL DE INNOVACIÓN Y COMUNIDAD EDUCATIVA,509135,05/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"4,080,000.00 €",Educación preprimaria,ES53 - ILLES BALEARS,EDUCACIÓN,"Resolución del consejero de Educación, Universidad e Investigación de 2 de junio de 2020 por la cual se convocan ayudas a la red de escuelas públicas de las Illes Balears para el sostenimiento de las escuelas públicas de primer ciclo de educación infantil.",.,GRAN EMPRESA,"Orden de la consejera de Educación y Cultura, de 1 de julio de 2009, por la cual se establecen las bases reguladoras de las subvenciones en materia de educación y cultura",http://boib.caib.es/pdf/2009100/mp7.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente a la publicación de esta resolución en el BOIB,15 días desde la publicación de esta resolución en el BOIB,,
