,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,COMUNIDAD DE MADRID,CONSEJERÍA DE CULTURA Y TURISMO,494954,06/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"250,000.00 €","Programación, consultoría y otras actividades relacionadas con la informática",ES3 - COMUNIDAD DE MADRID,CULTURA,AYUDAS A EMPRESAS PARA EL DESARROLLO DE VIDEOJUEGOS EN 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,0RDEN 892/2019 DE 6 DE JUNIO DE BASES REGULADORAS DE AYUDAS A EMPRESAS PARA EL DESARROLLO DEL SECTOR DEL VIDEOJUEGO EN LA COMUNIDAD DE MADRID,http://www.bocm.es/boletin/CM_Orden_BOCM/2019/06/24/BOCM-20190624-19.PDF,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A PARTIR DEL DIA SIGUIENTE AL DE LA PUBLICACION DEL EXTRACTO DE LA CONVOCATORIA EN EL BOCM,A LOS QUINCE DÍAS DE LA PUBLICACION DEL EXTRACTO DE LA CONVOCATORIA EN EL BOCM,,
1,COMUNIDAD DE MADRID,CONSEJERÍA DE CULTURA Y TURISMO,494953,06/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"300,000.00 €","Actividades cinematográficas, de vídeo y de programas de televisión",ES3 - COMUNIDAD DE MADRID,CULTURA,AYUDAS A EMPRESAS PARA LA PROMOCIÓN DE LARGOMETRAJES EN 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,BBRR AYUDAS A EMPRESAS PRODUCTORAS CINEMATOGRAFICAS PARA LA PROMOCION DE LARGOMETRAJES,http://www.bocm.es/boletin/CM_Orden_BOCM/2016/07/26/BOCM-20160726-8.PDF,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",AL DIA SIGUIENTE AL DE LA PUBLICACION DEL EXTRACTO DE LA CONVOCATORIA EN EL BOCM,A LOS QUINCE DIAS DE PUBLICACIÓN DEL EXTRACTO DE LA CONVOCATORIA EN EL BOCM,,
2,ALTSASU/ALSASUA,AYUNTAMIENTO DE ALTSASU/ALSASUA,494948,06/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,0.00 €,"ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES220 - Navarra,CULTURA,BASES DE LA CONVOCATORIA PARA LA CONCESION DE AYUDAS AL FOMENTO DE LAS ENTIDADES ARTISTICAS EN ALSASUA.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,BASES DE LA CONVOCATORIA PARA LA CONCESION DE AYUDAS AL FOMENTO DE LAS ENTIDADES ARTISTICAS EN ALSASUA,www.alsasua.net,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",PUBLICACION BON,DIEZ DIAS NATURALES DESDE PUBLICACION BON,,
3,PALENCIA,AYUNTAMIENTO DE PALENCIA,494914,06/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"1,000.00 €","Actividades de creación, artísticas y espectáculos",ES414 - Palencia,CULTURA,CONVOCATORIA XL CONCURSO NAVIDEÑO DE BELENES ANTONIO LAFUENTE 2019-20.,.,GRAN EMPRESA,ORDENANZA GENERAL DE SUBVENCIONES,http://www.aytopalencia.es/sites/default/files/normativa/OrdenanzasReguladoras/General_de_Subvenciones.pdf,No,No,01/12/2019,,,,
4,RIBA-ROJA DE TÚRIA,AYUNTAMIENTO DE RIBA-ROJA DE TÚRIA,494904,05/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"8,000.00 €",Investigación y desarrollo,ES523 - Valencia / València,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,Acuerdo de fecha 3 de febrero de 2020 de la Junta de Gobierno Local del Ayuntamiento de Riba-roja de Túria  por el que se convoca la II Edición de los Premios EcoRiba..,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Extracto del Acuerdo de la Junta de Gobierno Local del Ayuntamiento de Riba-roja de Túria, de fecha 3 de febrero de 2020, por el que se convoca la II Edición de los Premios EcoRiba.",http://www.ribarroja.es/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DESDE EL,HASTA EL ,,
5,CANARIAS,SERVICIO CANARIO DE EMPLEO,494896,05/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"47,227.13 €",OTROS SERVICIOS,ES70 - CANARIAS,FOMENTO DEL EMPLEO,SUBVENCION 50/55% SMI MANTENIMIENTO DE PUESTOS CEE.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS CEE,HTTPS://BOE.ES/ELI/ES/O/1998/10/16/(1),No,No,,,,,
6,UTEBO,AYUNTAMIENTO DE UTEBO,494872,05/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"7,800.00 €",OTROS SERVICIOS,ES24 - ARAGON,SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS,ADENDA AL CONVENIO CON LA AVPC UTEBO.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,ORDENANZA GENERAL POR LA QUE SE APRUEBAN LAS BASES REGULADORAS PARA LA CONCESIÓN DE SUBVENCIONES DEL AYUNTAMIENTO DE UTEBO,http://bop.dpz.es/BOPZ/,No,No,26/12/2019,,,,
7,COMUNIDAD FORAL DE NAVARRA,SERVICIO NAVARRO DE EMPLEO - NAFAR LANSARE,494871,05/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"4,000,000.00 €",Administración Pública y de la política económica y social,ES22 - COMUNIDAD FORAL DE NAVARRA,FOMENTO DEL EMPLEO,Subvenciones a las Entidades Locales de Navarra por la contratación laboral de personas desempleadas para la realización de obras y servicios de interés general o social.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ayudas a Entidades Locales por contratar personas desempleadas para realizar obras y servicios de interés general o social,http://www.navarra.es/home_es/ServiciosEmpleado/ficha/16205/Ayudas-a-Entidades-Locales-por-contratar-personas-desempleadas-para-realizar-obras-y-servicios-de-interes-general-o-social,No,No,,30/12/2020,,,
8,CATALUÑA,INSTITUT CATALÀ DE LES EMPRESES CULTURALS (ICEC),494868,05/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"90,000.00 €","Actividades de creación, artísticas y espectáculos",ES51 - CATALUÑA,CULTURA,"convocatoria para la concesión de subvenciones, de concurrencia competitiva, para la mejora de infraestructura o adquisición de equipamiento para empresas de artes escénicas y salas privadas de teatro de Cataluña, excepto de la ciudad de Barcelona..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"bases específicas que deben regir la concesión de subvenciones para la mejora de infraestructura o adquisición de equipamiento para empresas de artes escénicas y salas privadas de teatro de Cataluña, excepto de la ciudad de Barcelona.",https://portaldogc.gencat.cat/utilsEADOP/PDF/7293/1579291.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",12/03/2020,,SA.41221,
9,CORIA,AYUNTAMIENTO DE CORIA,494846,05/02/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"1,500.00 €",HOSTELERÍA,ES432 - Cáceres,"COMERCIO, TURISMO Y PYMES","Concurso Gastronómico ""TauroTapas FitCoria 2020"".",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Concurso Gastronómico ""TauroTapas FitCoria 2020""",https://sede.coria.org/PortalCiudadano/menus/wfrBienvenida.aspx?param=MTAmMDY3&doctram=NjA1NQ==,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",21/02/2020,,,
