,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,ESTADO,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO",577168,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"12,000.00 €",Confección de prendas de vestir,ES - ESPAÑA ,"COMERCIO, TURISMO Y PYMES","Resolución de 23 de julio de 2021 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la Feria OUTDOOR by ISPO 2021 - Colonia (Alemania) - 5-7 octubre 2021.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Procedimiento para la concesión de ayudas dinerarias sin contraprestación realizadas por la Entidad Pública Empresarial ICEX España Exportación e Inversiones, E.P.E.",http://www.icex.es/icex/es/navegacion-principal/todos-nuestros-servicios/ayudas/normativa/index.html,No,No,23/07/2021,,,,
1,COMUNIDAD DE MADRID,"CONSEJERÍA DE MEDIO AMBIENTE, ORD. DEL TERRITORIO Y SOSTENIBILIDAD",577161,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"875,000.00 €","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",ES3 - COMUNIDAD DE MADRID,"AGRICULTURA, PESCA Y ALIMENTACIÓN",FOMENTO AGRICULTURA COMPATIBLE CONSERVACIÓN DE LAS AVES ESTEPARIAS 2021.,.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,BASES REGULADORAS FOMENTO AGRICULTURA COMBATIBLE CON AVES ESTEPARIAS,http://www.bocm.es/boletin/CM_Orden_BOCM/2020/12/28/BOCM-20201228-22.PDF,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",AL DÍA SIGUIENTE DE LA PUBLICACIÓN DEL EXTRACTO EN EL BOCM,30 DÍAS HÁBILES A CONTAR DESDE EL INICIO,,FEADER - FONDO EUROPEO AGRÍCOLA DE DESARROLLO RURAL 
2,MAZCUERRAS,AYUNTAMIENTO DE MAZCUERRAS,577148,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"8,000.00 €",HOSTELERÍA,ES130 - Cantabria,FOMENTO DEL EMPLEO,"Bases que regulan la concesión de subvenciones directas a favor de microempresas, PYMES y autónomos del sector de la hostelería y pernocta afectados en su actividad como consecuencia de la epidemia de COVID-19, con la finalidad de apoyar el empleo..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Bases que regulan la concesión de subvenciones directas a favor de microempresas, PYMES y autónomos del sector de la hostelería y pernocta afectados en su actividad como consecuencia de la epidemia de COVID-19, con la finalidad de apoyar el empleo.",https://www.aytomazcuerras.es/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Al día siguiente de la publicación del extracto de la convocatoria,Decimoquinto día posterior al de la publicación del extracto de la convocatoria,,
3,LA RIOJA,"CONSEJERÍA DE EDUCACIÓN, CULTURA, DEPORTE Y JUVENTUD",577146,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"148,000.00 €","Actividades de creación, artísticas y espectáculos",ES230 - La Rioja,CULTURA,CONVOCATORIA SUBVENCIONES PRODUCCIÓN ARTÍSTICA DE INDUSTRIAS ESCÉNICAS.-.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden 5/2017, de 9 de octubre, por la que se aprueban las bases reguladoras de la concesión de ayudas a la producción artística de industrias escénicas",https://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=6001350-1-PDF-512126-X,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente a la publicación de la convocatoria en el BOR,15 días hábiles desde el día siguiente a la publicación de la convocatoria,,
4,VITORIA-GASTEIZ,AYUNTAMIENTO DE VITORIA-GASTEIZ,577140,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"22,400.00 €","Actividades de creación, artísticas y espectáculos",ES211 - Araba/Álava,"COMERCIO, TURISMO Y PYMES",Convenio de colaboración entre el Ayuntamiento de Vitoria-Gasteiz y la Fundación Catedral de Santa María. Programa de visitas guiadas a la muralla medieval año 2021.,Gasteizko Udalaren eta Santa Maria Katedrala fundazioaren arteko lankidetza hitzarmena. Erdi aroko harresia ikusteko bisita gidatuen 2021ko programa.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ordenanza Municipal de Subvenciones,https://www.araba.eus/botha/Boletines/2006/005/2006_005_08711.pdf,No,No,,31/12/2021,,,
5,ESTADO,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO",577139,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"30,000.00 €",Fabricación de otra maquinaria para usos específicos,ES - ESPAÑA ,"COMERCIO, TURISMO Y PYMES","Resolución de 23 de julio de 2021 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para Participación Agrupada en Feria FOOD INGREDIENTS EUROPE ONLINE 2021-Híbrido-Frankfurt (Alemania)-22/11/2021.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Procedimiento para la concesión de ayudas dinerarias sin contraprestación realizadas por la Entidad Pública Empresarial ICEX España Exportación e Inversiones, E.P.E.",http://www.icex.es/icex/es/navegacion-principal/todos-nuestros-servicios/ayudas/normativa/index.html,No,No,23/07/2021,,,,
6,ESTADO,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO",577122,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"10,000.00 €",Industria textil,ES - ESPAÑA ,"COMERCIO, TURISMO Y PYMES","Resolución de 23 de julio de 2021 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la Feria FIBO 2021 - Colonia (Alemania) - 4-7 noviembre 2021.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Procedimiento para la concesión de ayudas dinerarias sin contraprestación realizadas por la Entidad Pública Empresarial ICEX España Exportación e Inversiones, E.P.E.",http://www.icex.es/icex/es/navegacion-principal/todos-nuestros-servicios/ayudas/normativa/index.html,No,No,23/07/2021,,,,
7,ANDALUCÍA,"CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE",577120,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"2,400,000.00 €","Agricultura, ganadería, caza y servicios relacionados con las mismas",ES61 - ANDALUCIA,"AGRICULTURA, PESCA Y ALIMENTACIÓN","Orden de 26 de julio de 2021,subvenciones dirigidas al fomento de procesos de integración y fusión de entidades asociativas agroalimentarias. Línea 2- Ayudas para promover e impulsar la fusión de entidades asociativas agroalimentarias de Andalucía..",.,GRAN EMPRESA,"Orden de 30 de junio de 2020,por la que se aprueban las bases reguladoras para la concesión de subv. en rég. de conc.no comp.,dirigidas al fomento de procesos de integración y fusión de entidades asociativas agroalimentarias de Andalucía.",https://juntadeandalucia.es/boja/2020/128/2,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente publicación extracto,,,
8,ANDALUCÍA,"CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y DESARROLLO SOSTENIBLE",577119,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"1,000,000.00 €","Agricultura, ganadería, caza y servicios relacionados con las mismas",ES61 - ANDALUCIA,"AGRICULTURA, PESCA Y ALIMENTACIÓN","Orden de 26 de julio de 2021,subvenciones dirigidas al fomento de procesos de integración y fusión de entidades asociativas agroalimentarias. Línea 1- Ayudas para el impulso y la promoción de la integración de la entidades asociacitivas agroalimentarias..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden de 30 de junio de 2020,por la que se aprueban las bases reguladoras para la concesión de subv. en rég. de conc.no comp.,dirigidas al fomento de procesos de integración y fusión de entidades asociativas agroalimentarias de Andalucía.",https://juntadeandalucia.es/boja/2020/128/2,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente publicación extracto,,,
9,ESTADO,"MINISTERIO DE INDUSTRIA, COMERCIO Y TURISMO",577117,27/07/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"40,000.00 €",Construcción naval,ES - ESPAÑA ,"COMERCIO, TURISMO Y PYMES","Resolución de 23 de julio de 2021 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la Feria NOR SHIPPING 2022 - Oslo (Noruega) - 10-13 enero 2022.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Procedimiento para la concesión de ayudas dinerarias sin contraprestación realizadas por la Entidad Pública Empresarial ICEX España Exportación e Inversiones, E.P.E.",http://www.icex.es/icex/es/navegacion-principal/todos-nuestros-servicios/ayudas/normativa/index.html,No,No,24/07/2021,,,,
