,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,ELCHE/ELX,AYUNTAMIENTO DE ELCHE/ELX,571088,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"100,000.00 €","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",ES521 - Alicante / Alacant,"AGRICULTURA, PESCA Y ALIMENTACIÓN",CONVOCATORIA DE AYUDAS DEL PROGRAMA PALMA ELX.,CONVOCATÒRIA D’AJUDES DEL PROGRAMA PALMA ELX.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Base 27 de Ejecución del Presupuesto Municipal,http://www.dip-alicante.es/bop2/pdftotal/2021/02/03_22/2021_001092.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente al de la publicación del extracto de la convocatoria en el BOP de Alicante,"15 días hábiles, a contar desde las 9 horas del día siguiente a la publicación del extracto ",,
1,RIBAFORADA,AYUNTAMIENTO DE RIBAFORADA,571084,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"25,000.00 €",HOSTELERÍA,ES220 - Navarra,"COMERCIO, TURISMO Y PYMES",Convocatoria de ayudas al comercio local por el covid-19.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases reguladoras de la convocatoria par la concesión de ayudas en el contexto de emergencia social y económica provocada por la crisis sanitaria covid-19,Bases reguladoras de la convocatoria par la concesión de ayudas en el contexto de emergencia social y económica provocada por la crisis sanitaria covid-19,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",un mes a contar desde el día siguiente de la publicación extracto en el Boletín Oficial de Navarra,Fin de transcurso del mes indicado anteriormente,,
2,DIPUTACIÓN PROV. DE OURENSE,DIPUTACIÓN PROVINCIAL DE OURENSE,571080,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"60,000.00 €",Actividades deportivas,ES - ESPAÑA ,OTRAS PRESTACIONES ECONÓMICAS,Concurso público para a concesión de subvencións a entidades deportivas e entidades sen ánimo de lucro para a organización de eventos deportivos 2021.,.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Concurso público para a concesión de subvencións a entidades deportivas e entidades sen ánimo de lucro para a organización de eventos deportivos 2021,https://www.depourense.gal/index.php/seccion-de-subvencions,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",31/07/2021,,,
3,CASTILLA Y LEÓN,SERVICIO PÚBLICO DE EMPLEO DE CASTILLA Y LEÓN,571067,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"300,000.00 €",ACTIVIDADES FINANCIERAS Y DE SEGUROS,ES41 - CASTILLA Y LEON,FOMENTO DEL EMPLEO,"Resolución de 18 de junio de 2021 del Servicio Público de Empleo de Castilla y León, por la que se convocan subvenciones dirigidas al fomento de determinados contratos temporales, en la Comunidad de Castilla y León, para 2021..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Bases reguladoras de las subvenciones dirigidas al fomento de determinados contratos temporales, en la Comunidad de Castilla y León.",https://bocyl.jcyl.es/boletines/2021/05/24/pdf/BOCYL-D-24052021-22.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",15/10/2021,,,
4,GALICIA,AGENCIA GALLEGA DE LAS INDUSTRIAS CULTURALES (AGADIC),571063,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"1,000,000.00 €","Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES11 - GALICIA,CULTURA,"Resolución de 17 de junio de 2021 por la que se aprueban las bases reguladoras para concesión de subvenciones, en régimen de concurrencia competitiva, para profesionales autónomos y empresas que sufran pérdidas de ingresos derivados de la crisis provoca.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Resolución de 17 de xuño de 2021 por la que se aprueban las bases reguladoras para concesión de subvenciones, en régimen de concurrencia competitiva, para profesionales autónomos y empresas que sufran pérdidas de ingresos derivados de la crisis provoca",https://www.xunta.gal/diario-oficial-galicia/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",24/06/2021,23/07/2021,,
5,GILET,AYUNTAMIENTO DE GILET,571052,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"56,942.90 €","ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES523 - Valencia / València,"COMERCIO, TURISMO Y PYMES","Resolución de la Alcaldía núm. 343/2021, de 17 de junio, por la que se modifican y convocan ayudas directas para personas autónomas y microempresas del municipio de Gilet, Ayudas Paréntesis II dentro del marco del ""Plan Resistir""..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Modificación de bases y convocatoria de ayudas directas para personas autónomas y microempresas del municipio de Gilet, Ayudas Paréntesis II dentro del marco del ""Plan Resistir""",https://gilet.sedipualba.es,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente a la publicación en el BOP de Valencia,10 días hábiles contados a partir del día siguiente a la publicación en el BOP de Valencia,,
6,DIPUTACIÓN PROV. DE OURENSE,DIPUTACIÓN PROVINCIAL DE OURENSE,571051,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"200,000.00 €",INFORMACIÓN Y COMUNICACIONES,ES113 - Ourense,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,"Subvención a favor de La Región, SA. Foros La Región 2020 y 2021.","subvención a favor de La Región, SA. Foros La Región 2020 e 2021. .",PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ordenanza General de Subvenciones de la Diputación de Ourense,https://www.depourense.es/index.php/seccion-de-subvencions,No,No,15/06/2021,,,,
7,CASTILLA Y LEÓN,SERVICIO PÚBLICO DE EMPLEO DE CASTILLA Y LEÓN,571037,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"150,000.00 €",ACTIVIDADES FINANCIERAS Y DE SEGUROS,ES41 - CASTILLA Y LEON,FOMENTO DEL EMPLEO,"Resolución de 15 de junio de 2021 del Servicio Público de Empleo de CyL, por la que se convocan subvenciones dirigidas a fomentar la contratación temporal con cláusula específica de interinidad para facilitar la conciliación laboral y familiar, para 2021..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Bases reguladoras de las subvenciones dirigidas a fomentar la contratación temporal con cláusula específica de interinidad para facilitar la conciliación de la vida laboral y familiar, en la Comunidad de Castilla y León.",https://bocyl.jcyl.es/boletines/2021/05/24/pdf/BOCYL-D-24052021-23.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",15/10/2021,,,
8,CASTILLA-LA MANCHA,INSTITUTO DE PROMOCION EXTERIOR DE CASTILLA-LA MANCHA,571011,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"41,600.00 €","Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",ES42 - CASTILLA LA MANCHA,"COMERCIO, TURISMO Y PYMES",CONVOCATORIA FERIA ANUGA.,.,GRAN EMPRESA,"Orden 92/2020, de 24 de junio, de la Consejería de Economía, Empresas y Empleo, de bases reguladoras de ayudas para participación agrupada en acciones de internacionalización convocadas por IPEX",https://docm.castillalamancha.es/portaldocm/descargarArchivo.do?ruta=2020/07/01/pdf/2020_4168.pdf&tipo=rutaDocm,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente de su publicación,,,
9,CASTILLA-LA MANCHA,INSTITUTO DE PROMOCION EXTERIOR DE CASTILLA-LA MANCHA,571006,21/06/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"27,450.00 €","Comercio al por menor, excepto de vehículos de motor y motocicletas",ES42 - CASTILLA LA MANCHA,"COMERCIO, TURISMO Y PYMES",Convocatoria Visita a Expo Antad 2021 + Spanish extravaganza ciudad de Mexico.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden 92/2020, de 24 de junio, de la Consejería de Economía, Empresas y Empleo, por la que se establecen las bases reguladoras de las ayudas para la participación agrupada en acciones de internacionalización convocadas por el Instituto de Promoción Exteri",https://docm.castillalamancha.es/portaldocm/descargarArchivo.do?ruta=2020/07/01/pdf/2020_4168.pdf&tipo=rutaDocm,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente de la publicación,,,
