,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,CANTABRIA,"CONSEJERÍA DE DESARROLLO RURAL, GANADERÍA, PESCA, ALIMENTACIÓN Y MEDIO AMBIENTE",518673,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"300,000.00 €","AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES130 - Cantabria,"AGRICULTURA, PESCA Y ALIMENTACIÓN",Convocatoria de ayudas para la promoción de razas puras de ganado bovino de carne en Cantabria.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden MED/9/2020, de 15 de junio, por la que se regulan las bases de un régimen de ayudas de minimis para la promoción de razas puras de ganado bovino de carne en Cantabria.",https://boc.cantabria.es/boces/verAnuncioAction.do?idAnuBlob=350731,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Dia siguiente a la publicación del extracto,Un mes,,
1,CABILDO INSULAR DE LA PALMA,EXCMO. CABILDO INSULAR DE LA PALMA,518665,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"2,421,749.50 €",Otro transporte terrestre de pasajeros,ES707 - La Palma,SUBVENCIONES AL TRANSPORTE,"SUBVENCION A LA EXPLOTACION 2012-2013 TRANSPORTE REGULAR INTERURBANO DE VIAJEROS, ANUALIDAD 2019.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Presupuesto General del Cabildo Insular de La Palma 2019 (BOP 114/2019 de 20/09/2019),http://www.bopsantacruzdetenerife.org/2019/09/114/,No,Sí,,,,,
2,MANRESA,AYUNTAMIENTO DE MANRESA,518666,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"32,000.00 €","ACTIVIDADES PROFESIONALES, CIENTÍ?FICAS Y TÉCNICAS",ES511 - Barcelona,DESEMPLEO,Ayudas a las empreses de economia social del Bages para la contratación de personas en situación de desempleo.,Ayudas a las empreses de economia social del Bages per a la contratació de persones en situació d'atur.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases reguladoras de las ayudas a las empreses para la contratación de persones en situación de desempleo,https://bop.diba.cat/scripts/ftpisa.aspx?fnew?bop2017&12/022017023059.pdf&1,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Dia siguiente publicación extracto convocatoria BOPB,,,
3,VILASSAR DE MAR,AYUNTAMIENTO DE VILASSAR DE MAR,518651,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"162,977.98 €",OTROS SERVICIOS,ES511 - Barcelona,"COMERCIO, TURISMO Y PYMES",CONVOCATORIA SUBVENCIÓN COVID19 PARA MANTENIMIENTO Y REANUDACIÓN DE LAS ACTIVIDADES COMERCIALES.,.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,B.R SUBV COVID19 COMERÇ,https://bop.diba.cat/temp/07_022020010880.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DESDE APROBACIÓN CONVOCATORIA,30 DÍAS HÁBILES DESDE LA APROBACIÓN DE LA CONVOCATORIA,,
4,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,518635,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"408,350.00 €",Actividades de servicios sociales sin alojamiento para personas mayores y con discapacidad,ES64 - CIUDAD AUTONOMA DE MELILLA,FOMENTO DEL EMPLEO,SUBVENCIONES PARA EL MANTENIMIENTO DE PUESTOS DE TRABAJO EN LOS CENTROS ESPECIALES DE EMPLEO.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Orden de 16 de octubre de 1998 por la que se establecen las bases reguladoras para la conseción de las ayudas y subvenciones públicas destinadas al fomento de la integración laboral de los minusvalidos en centros especiales de empleo y trabajo autónomo,https://www.boe.es/boe/dias/1998/11/21/pdfs/A38411-38414.pdf,No,No,01/01/2020,,,,
5,VALGA,AYUNTAMIENTO DE VALGA,518630,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"1,300.00 €",HOSTELERÍA,ES114 - Pontevedra,CULTURA,"CONVOCATORIA Y CONCESIÓN DE SUBVENCIONES POR PROCEDIMIENTO DE CONCURRENCIA COMPETITITVA, VII RUTA-CONCURSO ""TAPA A ANGUÍA"".",.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"BASES DA CONVOCATORIA EN CONCORRENCIA COMPETITIVA, PARA SUBVENCIONAR A VII RUTA-CONCURSO ""TAPA A ANGUÍA""",https://valga.sedelectronica.gal/info.0,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",FECHA DE PUBLICACIÓN,,,
6,CANTABRIA,"CONSEJERÍA DE DESARROLLO RURAL, GANADERÍA, PESCA, ALIMENTACIÓN Y MEDIO AMBIENTE",518625,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"700,000.00 €","AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES130 - Cantabria,"AGRICULTURA, PESCA Y ALIMENTACIÓN",Convocatoria de ayudas de minimis para el apoyo a la producción lechera del ganado vacuno ligada a tierra.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden MED/11/2020, de 25 de junio, por la que se establecen las bases reguladoras de las ayudas de mínimis para el apoyo a la producción lechera del ganado vacuno ligada a tierra en Cantabria",https://boc.cantabria.es/boces/verAnuncioAction.do?idAnuBlob=351056,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Dia siguiente a la publicación del extracto,Un mes,,
7,COMUNIDAD DE MADRID,CONSEJERÍA DE EDUCACIÓN Y JUVENTUD,518622,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"125,000.00 €",EDUCACIÓN,ES3 - COMUNIDAD DE MADRID,EDUCACIÓN,SUBVENCIONES ASOCIACIONES DESARROLLO ACCIONES FORMATIVAS JOV.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"ORDEN 1313/2020, DE 19 DE JUNIO, DEL CONSEJERO DE EDUCACIÓN Y JUVENTUD, POR LA QUE SE MODIFICA LA ORDEN 785/2019 DE 28 DE MAYO POR LA QUE SE APRUEBAN LAS BASES REGULADORAS DE SUBVENCIONES A ASOCIACIONES PARA EL DESARROLLO DE ACCIONES FORMATIVAS PARA JÓVEN",https://www.bocm.es/boletin/CM_Orden_BOCM/2020/07/01/BOCM-20200701-22.PDF,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A PARTIR DEL DÍA SIGUIENTE AL DE LA PUBLICACIÓN DEL EXTRACTO DE LA PRESENTE CONVOCATORIA,DIEZ DÍAS HÁBILES A CONTAR DESDE EL SIGUIENTE AL DE LA PUBLICACIÓN DEL EXTRACTO DE LA PRESENTE CONVO,,
8,LA RIOJA,"CONSEJERÍA DE EDUCACIÓN, CULTURA, DEPORTE Y JUVENTUD",518611,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"146,000.00 €","Actividades de creación, artísticas y espectáculos",ES230 - La Rioja,CULTURA,CONVOCATORIA SUBV. ACTIVIDADES CULTURALES EMPRESAS Y PROFESIONALES RIOJANOS.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden EDC/43/2020, de 22 de julio, por la que se aprueban las bases reguladoras de la concesión de ayudas en materia de promoción cultural (Título I.Actividades Culturales)",http://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=13479498-1-PDF-532444,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente a la publicación de la convocatoria en el BOR,15 días hábiles desde el día siguiente a la publicación de la convocatoria en el BOR,,
9,LA RIOJA,"CONSEJERÍA DE EDUCACIÓN, CULTURA, DEPORTE Y JUVENTUD",518609,03/08/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"74,000.00 €","Actividades de creación, artísticas y espectáculos",ES230 - La Rioja,CULTURA,CONVOCATORIA SUBVENCIONES PRODUCCION ARTÍSTICA DE INDUSTRIAS ESCÉNICAS.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden 5/2017, de 9 de octubre, por la que se aprueban las bases reguladoras de la concesión de ayudas a la producción artística de industrias escénicas",https://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=6001350-1-PDF-512126-X,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente a la publicación de la convocatoria en el BOR,15 días hábiles desde el día siguiente a la publicación de la convocatoria en el BOR,,
