,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,MANCOMUNIDAD DE LA COMARCA DE PAMPLONA,MANCOMUNIDAD DE LA COMARCA DE PAMPLONA,470161,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,0.00 €,TRANSPORTE Y ALMACENAMIENTO,ES220 - Navarra,SUBVENCIONES AL TRANSPORTE,Convocatoria pública de la Mancomunidad de la Comarca de Pamplona para la concesión de subvenciones para la mejora del servicio de taxi a las personas con discapacidad.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Ordenanza de subvenciones del taxi de la Mancomunidad de la Comarca de Pamplona, (Boletín Oficial de Navarra nº 188, de 28 de septiembre de 2017)",https://www.navarra.es/home_es/Actualidad/BON/Boletines/2017/188/Anuncio-27/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Publicación BON,,,
1,MANCOMUNIDAD DE LA COMARCA DE PAMPLONA,MANCOMUNIDAD DE LA COMARCA DE PAMPLONA,470157,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,0.00 €,TRANSPORTE Y ALMACENAMIENTO,ES220 - Navarra,SUBVENCIONES AL TRANSPORTE,Convocatoria pública de la Mancomunidad de la Comarca de Pamplona para la concesión de subvenciones para la promoción de vehículos ecológicos y mejora de los elementos de seguridad y tecnológicos en el servicio del taxi.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Ordenanza de subvenciones del taxi de la Mancomunidad de la Comarca de Pamplona, (Boletín Oficial de Navarra nº 188, de 28 de septiembre de 2017)",https://www.navarra.es/home_es/Actualidad/BON/Boletines/2017/188/Anuncio-27/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Publicación BON,,,
2,SANTANDER,AYUNTAMIENTO DE SANTANDER,470132,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,0.00 €,"ACTIVIDADES PROFESIONALES, CIENTÍ?FICAS Y TÉCNICAS",ES130 - Cantabria,FOMENTO DEL EMPLEO,"CONVOCATORIA DE AYUDAS PARA LA CONTRATACIÓN LABORAL DE PARTICIPANTES DESEMPLEADOS EN EL PROGRAMA ITINERARIOS EMPLEO Y BAGAJE +45 SANTANDER, EL PROGRAMA ONDASANTANDER Y EL PROGRAMA ECO (ESCUELA DE CONTENIDO AUDIOVISUAL) para el año 2019.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Aprobación definitiva de las bases reguladoras de las Ayudas destinadas,https://boc.cantabria.es/boces/verAnuncioAction.do?idAnuBlob=298557,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente a la publicación en el BOC,15 de octubre de 2019,,
3,DIPUTACIÓN PROV. DE MÁLAGA,DIPUTACIÓN PROVINCIAL DE MÁLAGA,470122,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"15,000.00 €","ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES617 - Málaga,CULTURA,"Resolución de aprobación de la Convocatoria para la celebración del XXII Premio internacional de poesía Generación del 27, correspondiente a 2019.",.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Bases reguladoras del XXII Premio internacional de poesia Generación del 27,https://www.bopmalaga.es/edicto.php?edicto=20190703-04751-2019&marcar=&control=2035829654,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente a la publicación de la convocatoria en el BOP,Al finalizar 30 días naturales siguientes a la publicacion de la convocatoria en el BOP,,
4,PATERNA,AYUNTAMIENTO DE PATERNA,470120,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €",ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,ES52 - COMUNIDAD VALENCIANA,DESEMPLEO,CHEQUE EMPLEO 2019- AYUDAS A LA CONTRATACION  PERSONAS DESEMPLEADAS.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,BASES REGULADORAS CHEQUE EMPLEO 2019,http://bop.dival.es/bop/drvisapi.dll?MIval=DI_VerEdictoVis&idEdicto=3257410&miIdioma=C,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",01/11/2019,,,
5,VITORIA-GASTEIZ,AYUNTAMIENTO DE VITORIA-GASTEIZ,470114,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"6,000.00 €","Otras actividades profesionales, científicas y técnicas",ES211 - Araba/Álava,"INVESTIGACIÓN, DESARROLLO E INNOVACIÓN","Ayudas destinadas al diseño, desarrollo o evaluación de proyectos que se realicen a través de procesos participativos.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ordenanza Municipal de Subvenciones,https://www.araba.eus/botha/Boletines/2006/005/2006_005_08711.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A partir del día siguiente de la publicación en BOTHA,,,
6,DIPUTACIÓN PROV. DE MÁLAGA,DIPUTACIÓN PROVINCIAL DE MÁLAGA,470113,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"6,000.00 €","ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES617 - Málaga,CULTURA,"Resolución de aprobación de la Convocatoria para la celebración del XX Premio internacional de poesía Emilio Prados, para menores de 35 años, correspondiente a 2019.",.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Bases del XX Premio internacional de poesía Emilio Prados para menores de 35 años,https://www.bopmalaga.es/edicto.php?edicto=20190703-04750-2019&marcar=&control=1242412276,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente a la publicación de la convocatoria en el BOP,Al finalizar 30 días naturales siguientes a la publicacion de la convocatoria en el BOP,,
7,DIPUTACIÓN PROV. DE SALAMANCA,DIPUTACION DE SALAMANCA,470106,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"28,553.45 €",Producción ganadera,ES415 - Salamanca,"AGRICULTURA, PESCA Y ALIMENTACIÓN","CONVOCATORIA DE SUBVENCIONES DESTINADAS A LOS ADJUDICATARIOS DE REPRODUCTORES SELECTOS DE GANADO EN SUBASTAS NACIONALES CELEBRADAS EN EL MERCADO REGIONAL DE GANADOS, ANUALIDAD 2019.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,ORDENANZA REGULADORA DE CONCESIÓN DE SUBVENCIONES,http://www.lasalina.es/documentacion/presidencia/2016/normativa/ordenanzasyreglamentos/ordenanzareguladorasubvenciones20090428.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DESDE EL DÍA EN QUE TENGA LUGAR LA SUBASTA,DIEZ DÍAS HÁBILES SIGUIENTES A LA SUBASTA,,
8,TAFALLA,AYUNTAMIENTO DE TAFALLA,470098,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"63,602.04 €","ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES22 - COMUNIDAD FORAL DE NAVARRA,CULTURA,Convenio con la Banda de Música La Tafallesa 2019.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Convenio con la Banda de Música La Tafallesa 2019,http://www.navarra.es/home_es/Actualidad/BON/Boletines/2017/30/Anuncio-10/,No,No,01/01/2019,,,,
9,CATALUÑA,INSTITUT RAMON LLULL,470083,12/08/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"4,000.00 €","Actividades de bibliotecas, archivos, museos y otras actividades culturales",XXXX - TODO EL MUNDO,CULTURA,ADENDA 3 AL ACUERDO MARCO DE COLABORACIÓN ENTRE LA FUNDACIÓN PARA LA UNIVERSIDAD ABIERTA DE CATALUÑA Y EL INSTITUT RAMON LLULL.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,No disponible,No disponible,No,No,,,,,
