,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,REGIÓN DE MURCIA,INSTITUTO DE FOMENTO DE LA REGIÓN DE MURCIA (INFO),524655,22/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"400,000.00 €",INDUSTRIA MANUFACTURERA,ES620 - Murcia,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,Resolución de 21/09/2020 de la Presidenta del Instituto de Fomento de la Región de Murcia de convocatoria plurianual de ayudas para paliar los efectos de la pandemia COVID-19 en empresas industriales y mineras a través del Sistema de Garantías Recíprocas..,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden de 8/07/2020 por la que se aprueba las bases reguladoras para apoyar a empresas industriales y mineras de la Reg. de Murcia para paliar los efectos en la actividad económica de la pandemia del COVID-19, a través del Sistema de Garantías Recíprocas.",https://www.borm.es/services/anuncio/ano/2020/numero/3711/pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente a la publicación del extracto en el BORM.,Hasta el 30 de octubre de 2020.,SA.56851,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
1,CASTILLA-LA MANCHA,INSTITUTO DE PROMOCION EXTERIOR DE CASTILLA-LA MANCHA,524643,22/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"6,000.00 €","Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",ES42 - CASTILLA LA MANCHA,"COMERCIO, TURISMO Y PYMES",Convocatoria Misión Comercial Virtual a Marruecos 2020 (2 convocatoria).,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden 92/2020, de 24 de junio, de la Consejería de Economía, Empresas y Empleo, por la que se establecen las bases reguladoras de las ayudas para la participación agrupada en acciones de internacionalización convocadas por el Instituto de Promoción Exteri",https://docm.castillalamancha.es/portaldocm/descargarArchivo.do?ruta=2020/07/01/pdf/2020_4168.pdf&tipo=rutaDocm,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente de la publicación,,,
2,CASTILLA-LA MANCHA,INSTITUTO DE PROMOCION EXTERIOR DE CASTILLA-LA MANCHA,524639,22/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"6,000.00 €",Fabricación de bebidas,ES42 - CASTILLA LA MANCHA,"COMERCIO, TURISMO Y PYMES",Convocatoria Misión Comercial Virtual a Túnez 2020 (2 convocatoria).,.,GRAN EMPRESA,"Orden 92/2020, de 24 de junio, de la Consejería de Economía, Empresas y Empleo, por la que se establecen las bases reguladoras de las ayudas para la participación agrupada en acciones de internacionalización convocadas por el Instituto de Promoción Exteri",https://docm.castillalamancha.es/portaldocm/descargarArchivo.do?ruta=2020/07/01/pdf/2020_4168.pdf&tipo=rutaDocm,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente de la publicación,,,
3,CATALUÑA,"DEPARTAMENT D'ACCIÓ CLIMÀTICA, ALIMENTACIÓ I AGENDA RURAL ",524635,22/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"8,391,325.41 €","AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES51 - CATALUÑA,"AGRICULTURA, PESCA Y ALIMENTACIÓN",Ayudas de minimis destinadas a compensar las pérdidas económicas de las explotaciones vitícolas durante la campaña 2020 a 2021 como consecuencia de la afectación de la plaga de mildiu.,Ajuts de minimis destinats a compensar les pèrdues econòmiques de les explotacions vitícoles durant la campanya 2020-2021 com a conseqüència de l'afectació de la plaga de míldiu..,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases reguladoras de las ayudas de minimis destinadas a compensar las pérdidas económicas de las explotaciones vitícolas durante la campaña 2020-2021 como consecuencia de la afectación de la plaga de mildiu.,https://portaldogc.gencat.cat/utilsEADOP/PDF/8229/1812995.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Al día siguiente de la publicación,15 días hábiles desde el día siguiente de la publicación,SA.null,
4,ALBACETE,AYUNTAMIENTO DE ALBACETE,524629,22/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €",OTROS SERVICIOS,ES421 - Albacete,FOMENTO DEL EMPLEO,Convocatoria subvenciones para el fomento de la contratación laboral 2.020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ordenanza de subvenciones para el fomento del empleo,http://www.dipualba.es/bop/ficheros/2016/150/BOP%20150-16-P-25.PDF,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde publicación BOP Albacete,"Hasta agotar crédito y, en todo caso hasta 30 noviembre de 2020",,
5,VALLS,AYUNTAMIENTO DE VALLS,524627,22/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"4,000.00 €","Comercio al por menor, excepto de vehículos de motor y motocicletas",ES514 - Tarragona,"COMERCIO, TURISMO Y PYMES",CONVOCATORIA DE AYUDAS AL ALQUILER PARA  LA IMPLANTACIÓN DE NUEVAS EMPRESAS EN EL CASCO ANTIGUO. EJERCICIO 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,CONVOCATORIA DE AYUDAS AL ALQUILER PARA  LA IMPLANTACIÓN DE NUEVAS EMPRESAS EN EL CASCO ANTIGUO. EJERCICIO 2020,https://www.diputaciodetarragona.cat/ebop/index.php?op=dwn&tipus=i&data=20200904&anyp=2020&num=06066&v=i,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A partir del día siguiente de la publicación en el BOPT,30 días naturales a partir del día siguiente de la publicación en el BOPT,,
6,ILLES BALEARS,"DIRECCIÓN GENERAL DE PROMOCIÓN ECONÓMICA, EMPRENDIMIENTO Y ECONOMIA SOCIAL Y CIRCULAR",524620,22/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"385,000.00 €",OTROS SERVICIOS,ES53 - ILLES BALEARS,FOMENTO DEL EMPLEO,Convocatòria extraordinària d'ajuts per a projectes d'iniciació o consolidació de la internacionalització de les empreses de les Illes Balears afectades per la COVID-19.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases reguladores i convocatòria extraordinària d'ajuts per a projectes d'iniciació o consolidació de la internacionalització de les empreses de les Illes Balears afectades per la COVID-19,http://boib.caib.es/pdf/2005073/mp41.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Endemà de la publicació de la convocatòria al BOIB,O quan el crèdit s'hagi exhaurit,,
7,DIPUTACIÓN PROV. DE JAÉN,DIPUTACIÓN PROVINCIAL DE JAÉN,524613,21/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"2,435.85 €",Fabricación de aceites y grasas vegetales y animales,ES616 - Jaén,FOMENTO DEL EMPLEO,"PROGRAMA EPES. Convenio de Colaboración Diputación de Jaén, Emilio Vallejo S.A. y SAE. Decreto 192..",.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,BASES DE EJECUCION DEL PRESUPUESTO 2020,https://www.dipujaen.es/portal-de-transparencia/economica-financiera/presupuestos-de-la-diputacion-de-jaen-2019,No,No,15/06/2020,,,,
8,DIPUTACIÓN PROV. DE JAÉN,DIPUTACIÓN PROVINCIAL DE JAÉN,524612,21/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"2,435.85 €",Otros servicios personales,ES616 - Jaén,FOMENTO DEL EMPLEO,"PROGRAMA EPES. Convenio de Colaboración Diputación de Jaén, Fundación Asilo Ntra. Señora de los Dolores y SAE. Decreto 192.",.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,BASES DE EJECUCION DEL PRESUPUESTO 2019,https://www.dipujaen.es/portal-de-transparencia/economica-financiera/presupuestos-de-la-diputacion-de-jaen-2019,No,No,15/01/2020,,,,
9,DIPUTACIÓN PROV. DE JAÉN,DIPUTACIÓN PROVINCIAL DE JAÉN,524611,21/09/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"2,435.85 €",Actividades asociativas,ES616 - Jaén,FOMENTO DEL EMPLEO,"PROGRAMA EPES. Convenio de Colaboración Diputación de Jaén, Asociación Jiennense para la Promoción de la Mujer con Discapacidad Luna y SAE. Decreto 192.",.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,BASES DE EJECUCION DEL PRESUPUESTO 2019,https://www.dipujaen.es/portal-de-transparencia/economica-financiera/presupuestos-de-la-diputacion-de-jaen-2019,No,No,15/01/2020,,,,
