,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,DIPUTACIÓN PROV. DE CÓRDOBA,INSTITUTO PROVINCIAL DE DESARROLLO ECONOMICO,545280,20/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"3,000.00 €","Agricultura, ganadería, caza y servicios relacionados con las mismas",ES613 - Córdoba,"AGRICULTURA, PESCA Y ALIMENTACIÓN",Concurso de ideas para seleccionar el nombre de marca y la identidad visual de los productos agroalimentarios de la provincia de Córdoba..,.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Convocatoria del concurso de ideas para seleccionar el nombre de marca y la identidad visual de los productos agroalimentarios de la provincia de Córdoba.,https://sede.eprinsa.es/iprodeco/tablon-de-edictos,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente al de la publicación del extracto de la Convocatoria en el BOP de Córdoba.,Veinte días hábiles contados a partir del día siguiente al de la publicación del extracto.,,
1,DIPUTACIÓN PROV. DE LLEIDA,DIPUTACIÓN PROVINCIAL DE LLEIDA,545274,20/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"300,000.00 €",Administración Pública y de la política económica y social,ES513 - Lleida,"COMERCIO, TURISMO Y PYMES","Convenio de colaboración entre la Diputació de Lleida y Aeroports Públics de Catalunya S.L.U, para la promoción económica, empresarial, formativa y turística de las comarcas leridanas para los años 2020 y 2021.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Subvencions extraordinàries directes i nominatives previstes al pressupost 2012,http://www.diputaciolleida.cat/wp-content/uploads/2014/07/BEP2015.pdf,No,No,01/01/2020,,,,
2,COMUNITAT VALENCIANA,AGENCIA VALENCIANA DE LA INNOVACIÓN,545272,20/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"11,442,767.81 €",Actividades de investigación,ES52 - COMUNIDAD VALENCIANA,"INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",Consolidación de la cadena de valor empresarial REG (UE) 651/2014.,.,GRAN EMPRESA,DECRETO  9/2018  por  el  que  se  establecen  las  bases  reguladoras  para  la  concesión  de  ayudas  en  materia  de  fortalecimiento y desarrollo del SVI,http://www.dogv.gva.es/datos/2018/06/07/pdf/2018_5565.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente al de la publicación del extracto de la Resolución de la convocatoria en el DOGV,24:00 horas del último día de plazo de presentación de solicitudes,SA.61944,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
3,COMUNITAT VALENCIANA,AGENCIA VALENCIANA DE LA INNOVACIÓN,545270,20/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"471,628.10 €",Actividades de investigación,ES52 - COMUNIDAD VALENCIANA,"INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",Impulso a la compra pública innovadora (CPI) L1-l2 REG MINIMIS 1407/2013.,.,GRAN EMPRESA,DECRETO  9/2018  por  el  que  se  establecen  las  bases  reguladoras  para  la  concesión  de  ayudas  en  materia  de  fortalecimiento y desarrollo del SVI,http://www.dogv.gva.es/datos/2018/06/07/pdf/2018_5565.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente al de la publicación del extracto de la Resolución de la convocatoria en el DOGV,24:00 horas del último día de plazo de presentación de solicitudes,,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
4,COMUNITAT VALENCIANA,AGENCIA VALENCIANA DE LA INNOVACIÓN,545269,20/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"15,000,000.00 €",Actividades de investigación,ES52 - COMUNIDAD VALENCIANA,"INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",Proyectos estratégicos en cooperación REG (UE) 651/2014.,.,GRAN EMPRESA,DECRETO  9/2018  por  el  que  se  establecen  las  bases  reguladoras  para  la  concesión  de  ayudas  en  materia  de  fortalecimiento y desarrollo del SVI,http://www.dogv.gva.es/datos/2018/06/07/pdf/2018_5565.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente al de la publicación del extracto de la Resolución de la convocatoria en el DOGV,24:00 horas del último día de plazo de presentación de solicitudes,SA.61944,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
5,COMUNITAT VALENCIANA,AGENCIA VALENCIANA DE LA INNOVACIÓN,545268,20/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"3,941,488.07 €",Actividades de investigación,ES52 - COMUNIDAD VALENCIANA,"INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",Promoción del Talento REG (UE) 1407/2013.,.,GRAN EMPRESA,DECRETO  9/2018  por  el  que  se  establecen  las  bases  reguladoras  para  la  concesión  de  ayudas  en  materia  de  fortalecimiento y desarrollo del SVI,http://www.dogv.gva.es/datos/2018/06/07/pdf/2018_5565.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente al de la publicación del extracto de la Resolución de la convocatoria en el DOGV,24:00 horas del último día de plazo de presentación de solicitudes,,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
6,CANARIAS,"CONSEJERÍA DE EDUCACIÓN, UNIVERSIDADES, CULTURA Y DEPORTES",545257,19/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"2,150.00 €",Educación preprimaria,ES7 - CANARIAS,EDUCACIÓN,SubvDirecta ayuda familias CPEI 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Subvención directa ayuda familias CPEI 2020,http://gobiernodecanarias.org,No,No,15/12/2020,16/12/2020,,,
7,CANARIAS,"CONSEJERÍA DE EDUCACIÓN, UNIVERSIDADES, CULTURA Y DEPORTES",545256,19/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"2,175.00 €",Educación preprimaria,ES7 - CANARIAS,EDUCACIÓN,SubvDirecta ayuda familias CPEI 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Subvención directa ayuda familias CPEI 2020,http://gobiernodecanarias.org,No,No,15/12/2020,16/12/2020,,,
8,CANARIAS,"CONSEJERÍA DE EDUCACIÓN, UNIVERSIDADES, CULTURA Y DEPORTES",545255,19/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"2,475.00 €",Educación preprimaria,ES7 - CANARIAS,EDUCACIÓN,SubvDirecta ayuda familias CPEI 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Subvención directa ayuda familias CPEI 2020,http://gobiernodecanarias.org,No,No,15/12/2020,16/12/2020,,,
9,CANARIAS,"CONSEJERÍA DE EDUCACIÓN, UNIVERSIDADES, CULTURA Y DEPORTES",545254,19/01/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"3,300.00 €",Educación preprimaria,ES7 - CANARIAS,EDUCACIÓN,SubvDirecta ayuda familias CPEI 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Subvención directa ayuda familias CPEI 2020,http://gobiernodecanarias.org,No,No,16/12/2020,17/12/2020,,,
