,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,EXTREMADURA,DIRECCIÓN GENERAL DE AGRICULTURA Y GANADERÍA,533157,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"320,880.00 €",Producción ganadera,ES43 - EXTREMADURA,"AGRICULTURA, PESCA Y ALIMENTACIÓN","Subvenciones  estatales  destinadas  al  sector  porcino  ibérico  para  reducir  la  oferta  de animales en el año 2020, en regimen de concurrencia competitiva, destinada a titulares de explotaciones de ganado porcino ibérico. Resolución de 12 de mayo.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Real Decreto 687/2020, de 21 de julio, por el que se establecen las bases reguladoras para la concesión de las subvenciones estatales destinadas al sector porcino ibérico en el año 2020",https://www.boe.es/boe/dias/2020/07/22/pdfs/BOE-A-2020-8296.pdf HTTPS://WWW.BOE.ES/BOE/DIAS/2020/09/30/PDFS/BOE-A-2020-11424.PDF,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",AL DIA SIGUIENTE DE LA PUBLICACION EN DOE,,,
1,COMUNIDAD DE MADRID,FUNDACIÓN DE LA ENERGÍA DE LA COMUNIDAD DE MADRID,533154,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"39,172,652.18 €",Otras actividades de construcción especializada,ES30 - COMUNIDAD DE MADRID,INDUSTRIA Y ENERGÍA,Concesión de ayudas para actuaciones de rehabilitación energética en edificios existentes (Programa PREE).,.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Real Decreto 737/2020, de 4 de agosto, por el que se regula el programa de ayudas para actuaciones de rehabilitación energética en edificios existentes y se regula la concesión directa de las ayudas de este programa a las comunidades autónomas y ciudades",https://www.boe.es/boe/dias/2020/08/06/pdfs/BOE-A-2020-9273.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Al día siguiente al de la publicación del extracto de la convocatoria en el BOCM,,,
2,ARONA,ORGANISMO AUTÓNOMO DE DEPORTES,533153,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"20,500.00 €",OTROS SERVICIOS,ES709 - Tenerife,OTRAS PRESTACIONES ECONÓMICAS,"Resolución Presidencia nº 215, de 12 de noviembre, se convoca subvenciones a institutos de educación secundaria de Arona para desarrollo de programas de integración y acción comunitaria.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases reguladoras de subvenciones a los institutos de educación secundaria del municipio de Arona para el desarrollo de programas para la integración y la acción comunitaria a través de actividades deportivas para el curso 2020/2021,http://www.boplaspalmas.net/bopsc/boletines/Boletin%2011-11-20.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",día hábil siguiente a la publicación de extracto en BOP,10 días hábiles,,
3,CHULILLA,AYUNTAMIENTO DE CHULILLA,533152,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"22,700.00 €",HOSTELERÍA,ES523 - Valencia / València,"COMERCIO, TURISMO Y PYMES",SUBVENCIONES AL COMERCIO Y SECTOR TURÍSTICO LOCAL AFECTADO POR EL COVID-19..,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCIONES AL COMERCIO Y SECTOR TURÍSTICO LOCAL AFECTADO POR EL COVID-19.,http://www.chulilla.es/es/page/subvencion-para-comercio-sector-turistico-local-afectado-por-covid-19,No,No,13/11/2020,,,,
4,SANTPEDOR,AYUNTAMIENTO DE SANTPEDOR,533150,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"46,500.00 €",OTROS SERVICIOS,ES511 - Barcelona,"COMERCIO, TURISMO Y PYMES","CONVOCATORIA AYUDAS DIRECTAS CON CARACTER EXCEPCIONAL PARA PALIAR LOS EFECTOS DEL CIERRE DE BARES, RESTAURANTES, CENTROS DE ESTÉTICA Y GIMNASIOS POR LA COVID 19.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,ORDENANZA GENERAL DE SUBVENCIONES,https://bop.diba.cat/temp/02_022015002257.pdf,Sí,No,10/11/2020,,,,
5,CANARIAS,SERVICIO CANARIO DE EMPLEO,533143,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"2,003.07 €",OTROS SERVICIOS,ES70 - CANARIAS,FOMENTO DEL EMPLEO,SUBVENCIÓN 50% SMI MANTENIMIENTO PUESTOS CEE.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS CEE,HTTPS://BOE.ES/ELI/ES/O/1998/10/16(1),No,No,,,,,
6,CANARIAS,SERVICIO CANARIO DE EMPLEO,533142,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"4,562.10 €",OTROS SERVICIOS,ES70 - CANARIAS,FOMENTO DEL EMPLEO,SUBVENCION 50% SMI MANTENIMIENTO PUESTOS CEE.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS CEE,HTTPS://BOE.ES/ELI/ES/O/1998/10/16/(1),No,No,,,,,
7,CANARIAS,SERVICIO CANARIO DE EMPLEO,533140,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"84,802.60 €",Actividades de limpieza,ES7 - CANARIAS,FOMENTO DEL EMPLEO,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCION 50% SMI MANTENIMIENTO DE PUESTOS CEE,HTTPS://BOE.ES/EL/ES/O/1998/10/16(01),No,No,01/01/2020,,,,
8,SENTMENAT,AYUNTAMIENTO DE SENTMENAT,533119,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"60,000.00 €",TRANSPORTE Y ALMACENAMIENTO,ES511 - Barcelona,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,"CONVOCATORIA PARA LA CONCESIÓN DE SUBVENCIÓN EN RÉGIMEN DE CONCURRENCIA COMPETITIVA EN EL MARCO DE LAS BASES REGULADORAS ESPECÍFICAS PARA LA CONCESIÓN DE SUBVENCIONES PARA EL SECTOR COMERCIAL Y DE SERVICIOS DE SENTMENAT, AFECTADO POR LA COVID-19.","CONVOCATÒRIA PER A LA CONCESSIÓ DE SUBVENCIÓ EN RÈGIM DE CONCURRÈNCIA COMPETITIVA EN EL MARC DE LES BASES REGULADORES ESPECÍFIQUES PER A LA CONCESSIÓ DE SUBVENCIONS PER AL SECTOR COMERCIAL I DE SERVEIS DE SENTMENAT, AFECTAT PER LA COVID-19.",PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"BASES ESPECÍFIQUES PER A LA CONCESSIÓ DE SUBVENCIONS EN RÈGIM DE CONCURRÈNCIA COMPETITIVA PER AL SECTOR COMERCIAL I DE SERVEIS DE SENTMENAT, AFECTAT PER LA COVID-19",https://bop.diba.cat/temp/11_022020017177.pdf,Sí,Sí,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Al dia siguiente de la publicación  de la convocatoria en el BOP,,,
9,DIPUTACIÓN PROV. DE GIRONA,DIPUTACIÓN PROVINCIAL DE GIRONA,533108,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"59,243.65 €",Otros servicios personales,ES512 - Girona,"COMERCIO, TURISMO Y PYMES",Convocatòria comerç proximitat 2021.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases reguladores comerç proximitat 2021,http://www.ddgi.cat/basescast/2020/Bases_comercio_proximidad.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",25/02/2021,,,
10,CASTILLA Y LEÓN,GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN,533106,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"859,500.00 €",ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,ES41 - CASTILLA Y LEON,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,Subvenciones a empresas para facilitar la inserción laboral de personas en situación o riesgo de exclusión social perceptoras de la prestación de RGC mediante su contratación temporal. Resolución de 12-11-2020 de la GSS de CyL.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"ORDEN FAM/900/2017, de 27 de septiembre, por la que se aprueban las bases reguladoras de las subvenciones, cofinanciadas por el F.S.E., destinadas a facilitar la inserción laboral, a través de la experiencia y práctica profesional, de beneficiarios de RGC",http://bocyl.jcyl.es/boletines/2017/10/19/pdf/BOCYL-D-19102017-1.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",26/11/2020,,,FSE - FONDO SOCIAL EUROPEO 
11,OÍMBRA,AYUNTAMIENTO DE OÍMBRA,533086,12/11/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"3,470.00 €",HOSTELERÍA,ES113 - Ourense,"COMERCIO, TURISMO Y PYMES","Convocatoria para el 2020, de la línea 6 del Plan estratégico de subvenciones del Ayuntamiento de Oímbra: “ayudas a los establecimientos hosteleros del ayuntamiento de Oímbra para paliar la situación provocada por la crisis sanitaria Covid 19”.","Convocatoria para o 2020, da líña 6 do Plan estratéxico de subvencións do Concello de Oímbra: “axudas aos establecementos hosteleros do Concello  de Oímbra para paliar a situación provocada pola crise sanitaria Covid 19”.",PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"BASES DE LA CONVOCATORIA EXTRAORDINARIA PARA El AÑO 2.020, DE LA LÍNEA 6 DEL PLAN ESTRATÉGICO DE SUBVENCIONES DEL AYUNTAMIENTO DE OÍMBRA: AYUDAS A LOS ESTABLECIMIENTOS HOSTELEROS DEL AYUNTAMIENTO DE OÍMBRA PARA PALIAR LA SITUACIÓN PROVOCADA POR LA CRISIS",https://bop.depourense.es/portal/cambioIdioma.do,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DÍA SIGUIENTE DE LA PUBLICACIÓN BOP OURENSE,,,
