,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,CASTILLA-LA MANCHA,DIRECCION GENERAL POLITICA FORESTAL Y ESPACIOS NATURALES,464957,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"60,000.00 €",OTROS SERVICIOS,ES42 - CASTILLA LA MANCHA,"AGRICULTURA, PESCA Y ALIMENTACIÓN","Resolución de 03/07/2019, de la Dirección General de Política Forestal y Espacios Naturales, por la que se convocan las ayudas en régimen de minimis para paliar los daños relacionados con ataques de lobo ibérico (Canis lupus signatus) al ganado domésticoe.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden 127/2017 de 5 de julio de 2017 de la Consejería de Agricultura, Medio Ambiente y Desarrollo Rural por la que se establecen las bases reguladoras para la concesión en régimen de minimis de ayudas para paliar los daños relacionados con ataques de lobo",https://docm.castillalamancha.es/portaldocm/descargarArchivo.do?ruta=2017/07/18/pdf/2017_8377.pdf&tipo=rutaDocm,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A partir de la fecha del ataque o bien a partir de la fecha de la publicación de la convocatoria,1 mes desde la fecha del ataque o desde la fecha de publicación de la convcoatoria para aquellos cas,,
1,VILAFRANCA DEL PENEDÈS,AYUNTAMIENTO DE VILAFRANCA DEL PENEDÈS,464954,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"8,500.00 €",OTROS SERVICIOS,ES511 - Barcelona,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,"BIENESTAR SOCIAL-2019: AYUDAS Y SUBVENCIONES PARA LA CRUZ ROJA ESPAÑOLA EN EL ALT PENEDÈS PARA EL PROYECTO ""PUNT DE TROBADA"" MEDIANTE CONVENIO.",.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,BS-2019: BASES AYUDAS Y SUBVENCIONES A ENTIDADES DE SERVICIOS SOCIALES MEDIANTE CONVENIO,https://bop.diba.cat/scripts/ftpisa.aspx?fnew?bop2018&12/022018023448.pdf&1,No,No,01/01/2019,,,,
2,GALICIA,INSTITUTO ENERGÉTICO DE GALICIA (INEGA),464938,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"1,100,000.00 €",Otras actividades asociativas,ES11 - GALICIA,INDUSTRIA Y ENERGÍA,Convocatoria Axudas Plan de Transición a unha mobilidade eficiente 2019.,.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,Convocatoria Axudas Plan de Transición a unha mobilidade eficiente 2019,www.inega.gal,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",30 xullo 2019,,,
3,COMUNITAT VALENCIANA,INSTITUTO VALENCIANO DE COMPETITIVIDAD EMPRESARIAL (IVACE),464936,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"500,000.00 €",OTROS SERVICIOS,ES52 - COMUNIDAD VALENCIANA,INDUSTRIA Y ENERGÍA,"RESOLUCIÓN de 23 de diciembre de 2015, del presidente del IVACE, por la que se convocan ayudas en materia de movilidad sostenible y eficiencia energética en el transporte, para el ejercicio 2016..",.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden 1/2012, de  12 de marzo, de la Conselleria de Economía, Industria y Comercio, por la que se establece el procedimiento y el marco general para la concesión de ayudas por la Agencia Valenciana de la Energía (AVEN)",http://www.dogv.gva.es/datos/2012/03/23/pdf/2012_2881.pdf,No,No,28/01/2016,,,,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
4,DIPUTACIÓN PROV. DE VALENCIA,DIPUTACIÓN PROVINCIAL DE VALENCIA,464935,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"25,000.00 €",OTROS SERVICIOS,ES523 - Valencia / València,CULTURA,SUBVENCIÓN NOMINATIVA AL AYTO. DE SELLENT PAVIMENTACIÓN DE ACERA Y ALUMBRADO PÚBLICO EN VIAL PERIMETRAL A POLIDEPORTIVO MUNICIPAL.,.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ORDENANZA GENERAL DE SUBVENCIONES DE ACUERDO SINGULAR DE LA DIPUTACIÓN DE VALENCIA,https://bop.dival.es/bop/drvisapi.dll?LO=00000001a6b7c8d9000000050000003900000f27434e0f8e000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,No,No,01/01/2019,,,,
5,EIBAR,AYUNTAMIENTO DE EIBAR,464929,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"60,000.00 €",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS,ES212 - Gipuzkoa,"COMERCIO, TURISMO Y PYMES",Periferiako merkataritza sustatzeko eta biziberritzeko ekintzak martxan jartzeko Eibar merkataritza guen irekiaren aldeko dirulaguntza/Subveción a Centro Comercial Abierto para la puesta en marcha de acciones para el fomento del comercio de la periferia.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Eranskina. Dirulguntza izendunak/Anexo.Subvenciones nominativas,https://www.eibar.eus/es/ayuntamiento/presupuestos/presupuesto-2019-1/ANEXOIIISUBV.NOMINATIVAS2019.pdf,No,No,,,,,
6,DÉNIA,AYUNTAMIENTO DE DÉNIA,464928,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"10,000.00 €",OTROS SERVICIOS,ES521 - Alicante / Alacant,"COMERCIO, TURISMO Y PYMES","CONVENIO MARINA DE DÉNIA, SA 2019 - TURISMO.",.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,CONVENIO MARINA DE DÉNIA 2019,http://www.ayto-denia.es,No,No,01/01/2019,,,,
7,DÉNIA,AYUNTAMIENTO DE DÉNIA,464927,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"4,000.00 €",OTROS SERVICIOS,ES521 - Alicante / Alacant,CULTURA,CONVENIO FEDERACIÓN AJEDREZ 2019.,.,GRAN EMPRESA,CONVENIO FEDERACIÓN AJEDREZ 2019,http://www.ayto-denia.es,No,No,01/01/2019,,,,
8,DÉNIA,AYUNTAMIENTO DE DÉNIA,464926,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"8,792.00 €",OTROS SERVICIOS,ES521 - Alicante / Alacant,EDUCACIÓN,CONVENIOS AMPAS 2019.,.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,CONVENIOS AMPAS 2019,http://www.ayto-denia.es,No,No,01/01/2019,,,,
9,CONSORCI DE BENESTAR SOCIAL GIRONÈS-SALT,CONSORCI DE BENESTAR SOCIAL GIRONÈS-SALT,464922,03/07/2019,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"75,835.16 €",ACTIVIDADES SANITARIAS Y DE SERVICIOS SOCIALES,ES512 - Girona,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,CONVOCATORIA DE AYUDAS DESTINADAS A LA FINANCIACIÓN DE LOS SERVICIOS DE TRANSPORTE ADAPTADO EN MUNICIPIOS DE MENOS DE 50.000 HABITANTES DE LA COMARCA DEL GIRONÈS PARA EL EJERCICIO 2019.,.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,CONVOCATORIA DE AYUDAS DESTINADAS A LA FINANCIACIÓN DE LOS SERVICIOS DE TRANSPORTE ADAPTADO EN MUNICIPIOS DE MENOS DE 50.000 HABITANTES DE LA COMARCA DEL GIRONÈS PER A L'EXERCICI 2019,www.cbs.cat,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A partir de la publicación de la convocatoria en el BOP de Girona,,,
