,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,SAGUNTO/SAGUNT,AYUNTAMIENTO DE SAGUNTO/SAGUNT,550873,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"1,730,205.00 €",HOSTELERÍA,ES523 - Valencia / València,"COMERCIO, TURISMO Y PYMES",Convocatoria de ayudas Paréntesis.,Convocatòria d'ajudes Parèntesis.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Normas reguladoras del procedimiento de concesión directa de las “Ayudas Paréntesis” incluidas en el Plan Resistir aprobado mediante el Decreto-ley 1/2021 de 22 de enero, del Consell",http://sede.sagunto.es/es-es/Paginas/subvenciones.aspx,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Desde el día siguiente de la publicación del extracto de la convocatoria en el BOP,Quince días naturales,,
1,SANTANDER,AYUNTAMIENTO DE SANTANDER,550865,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"200,000.00 €",Educación preprimaria,ES13 - CANTABRIA,SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL,CONVOCATORIA PÚBLICA PARA LA CONCESIÓN DE BECAS DE GUARDERÍA PARA EL AÑO 2021.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,APROBACION DEFINITIVA DE LAS BASES REGULADORAS PARA LA CONCESION DE BECAS DE GUARDERIA,https://boc.cantabria.es/boces/verAnuncioAction.do?idAnuBlob=306741,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente de la publicación del extracto de la convocatoria en el BO de Cantabria,hasta el 31 de diciembre con efectos desde el 1 de enero del 2020,,
2,DIPUTACIÓN PROV. DE CUENCA,PATRONATO DE DESARROLLO PROVINCIAL,550855,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"301,500.00 €",OTROS SERVICIOS,ES423 - Cuenca,FOMENTO DEL EMPLEO,Subvenciones para el apoyo a PYMES y AUTÓNOMOS en sectores diversos afectados por el COVID-19.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,ORDENANZA GENERAL DE SUBVENCIONES,https://www.dipucuenca.es/documents/12423/560665/ORDENANZA+REGULADORA+DE+SUBVENCIONES.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DIA SIGUIENTE AL DE LA PUBLICACIÓN EN EL BOP,DIEZ DÍAS HÁBILES,,
3,VITORIA-GASTEIZ,AYUNTAMIENTO DE VITORIA-GASTEIZ,550841,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"17,000.00 €",Actividades de apoyo a las empresas n.c.o.p.,ES211 - Araba/Álava,"COMERCIO, TURISMO Y PYMES",Convenio entre Ayuntamiento de VitoriaGasteiz y la Cámara Oficial de Comercio e Industria de Álava para el apoyo a la pequeña empresa local de Vitoria-Gasteiz 2020.,"Gasteizko Udalaren eta Arabako Merkataritza eta Industria Ganbera Ofizialaren arteko 2020ko lan-kidetza-hitzarmena, Gasteizko enpresa txikiei la-guntzeko.",PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ordenanza Municipal de Subvenciones,https://www.araba.eus/botha/Boletines/2006/005/2006_005_08711.pdf,No,No,,24/07/2021,,,
4,OTROS,CÁMARA DE COMERCIO DE CIUDAD REAL,550839,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"35,000.00 €","Actividades de creación, artísticas y espectáculos",ES422 - Ciudad Real,"COMERCIO, TURISMO Y PYMES",Convocatoria Programa de competitividad turística 2021 Cámara de Ciudad Real.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Convocatoria Programa de competitividad turística 2021 Cámara de Ciudad Real,https://www.camaracr.org/competitividad/detalle-de-programa/articulo/programa-de-competitividad-turistica-2021/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",una vez transcurridos 5 días hábiles desde el día siguiente a la publicación de la convocatoria,el día 1 de noviembre de 2021 a las 14:00 (o hasta agotar presupuesto),,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
5,ALFARA DE LA BARONIA,AYUNTAMIENTO DE ALFARA DE LA BARONIA,550838,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"7,500.00 €",Hoteles y alojamientos similares,ES523 - Valencia / València,OTRAS PRESTACIONES ECONÓMICAS,"Bases reguladoras de la concesión de ayudas económicas a autónomos y microempresas cuya actividad se ha visto afectada por la pandemia provocada por el Covid-19 en el marco del ""Plan Resistir"" aprobado por la Generalitat Valenciana (Ayudas Paréntesis).",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Bases reguladoras de la concesión de ayudas económicas a autónomos y microempresas cuya actividad se ha visto afectada por la pandemia provocada por el Covid-19 en el marco del ""Plan Resistir"" aprobado por la Generalitat Valenciana (Ayudas Paréntesis)",www.alfaradelabaronia.es,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",el día siguiente de la Publicación en el B.O.P,15 días hábiles a partir del siguiente de la Publicación en el B.O.P,,
6,ALBATERA,AYUNTAMIENTO DE ALBATERA,550828,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"240,832.00 €","ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES521 - Alicante / Alacant,"COMERCIO, TURISMO Y PYMES",Plan resistir ayudas a los sectores mas afectados por pandemia covid 19.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Plan resistir ayudas a los sectores mas afectados por pandemia covid 19,http://albatera.sedelectronica.es,Sí,Sí,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Al dia siguiente publicacion BOP,Hasta agotamiento credito,,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
7,XERACO,AYUNTAMIENTO DE XERACO,550827,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"171,036.00 €",OTROS SERVICIOS,ES523 - Valencia / València,OTRAS PRESTACIONES ECONÓMICAS,Convocatoria para la concesión de ayudas Paréntesis a autónomos y microempresas dentro del Plan Resistir. Exp. 230/2021.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases reguladoras de la concesión directa de ayudas Paréntesis a Autónomos i Microempresas dentro del Plan Resistir. Exp. 230/2021,www. xeraco.es,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",desde el dia siguiente al de la publicación en el BOPV,30 días naturales contados desde el día siguiente al de la publicación en el BOPV,,
8,OTROS,CÁMARA DE COMERCIO DE CÁDIZ,550820,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"84,000.00 €",EDUCACIÓN,ES612 - Cádiz,"COMERCIO, TURISMO Y PYMES",Convocatoria Programa de Competitividad Turística 2021 - Cámara Cádiz.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Convocatoria Programa de Competitividad Turística 2021,https://www.camaracadiz.com/programa-de-competitividad-turistica,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A las 09:00h,A las 14:00h,,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
9,REGIÓN DE MURCIA,"CONSEJERÍA DE AGUA, AGRICULTURA, GANADERÍA, PESCA Y MEDIO AMBIENTE",550818,25/02/2021,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,0.00 €,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",ES62 - REGION DE MURCIA,"AGRICULTURA, PESCA Y ALIMENTACIÓN","Real Decreto 1363/2018, de 2 de noviembre, para la aplicación de las medidas del programa de apoyo 2019-2023 al sector vitivinícola español..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Real Decreto 1363/2018, de 2 de noviembre, para la aplicación de las medidas del programa de apoyo 2019-2023 al sector vitivinícola español.",https://www.boe.es/boe/dias/2018/11/03/pdfs/BOE-A-2018-15056.pdf,No,No,16/10/2018,,,,FEAGA - FONDO EUROPEO AGRÍCOLA DE GARANTÍA
