,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,SAN LORENZO DE EL ESCORIAL,AYUNTAMIENTO DE SAN LORENZO DE EL ESCORIAL,530671,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"139,000.00 €",OTROS SERVICIOS,ES30 - COMUNIDAD DE MADRID,"COMERCIO, TURISMO Y PYMES",2 CONVOCATORIA DE PYMES Y AUTONOMOS 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,2ª CONVOCATORIA DE PYMES Y AUTÓNOMOS 2020,https://sede.aytosanlorenzo.es/GDCarpetaCiudadano/Tablon.do?action=verAnuncios,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",FECHA INICIO DEL PERIODO DE SOLICITUD,FECHA DE FINALIZACION DE SOLICITUDES,,
1,VALENCIA,AYUNTAMIENTO DE VALENCIA,530649,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,375.00 €,"Actividades de creación, artísticas y espectáculos",ES - ESPAÑA ,OTRAS PRESTACIONES ECONÓMICAS,CONCURSO PROYECTOS URBANOS SOSTENIBLES JUNTA RUSSAFA 2020.,.,PERSONAS FÍSICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ORDENANZA GENERAL DE SUBVENCIONES DEL AYUNTAMIENTO DE VALENCIA Y SUS ORGANISMOS PÚBLICOS,https://sede.valencia.es/sede/ordenanzas/index.xhtml,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DÍA SIGUIENTE A CONTAR DESDE LA PUBLICACIÓN DEL EXTRACTO DE LA CONVOCATORIA EN EL BOP.,30 DÍAS NATURALES A CONTAR DESDE LA PUBLICACIÓN DEL EXTRACTO EN EL BOP.,,
2,ARAGÓN,DIRECCIÓN GENERAL DE CULTURA,530627,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"967,750.00 €","ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES24 - ARAGON,CULTURA,AYUDAS A EMPRESAS DEL SECTOR CULTURAL ARAGONÉS AFECTADAS POR LA CRISIS DE LA COVID-19.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Orden del Consejero de Educación, Cultura y Deporte, por la que se aprueban las bases reguladoras y la convocatoria para la concesión de subvenciones a empresas del sector cultural aragonés afectadas por la crisis de la Covid-19.",http://www.boa.aragon.es/cgi-bin/EBOA/BRSCGI?CMD=VEROBJ&MLKOB=899365624848&type=pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",16/11/2020,,,
3,CANARIAS,"CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y AGUAS",530615,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"6,250,100.00 €","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",ES70 - CANARIAS,"AGRICULTURA, PESCA Y ALIMENTACIÓN","ORDEN DE LA CONSEJERÍA DE AGRICULTURA, GANADERÍA Y PESCA POR LA QUE SE CONVOCAN PARA LA CAMPAÑA 2020, LAS AYUDAS DE LA ACCION III.4 AYUDA AL CONSUMO HUMANO DE PRODUCTOS DE LECHE DE VACA DE ORIGEN LOCAL.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"ORDEN DE LA CONSEJERÍA DE AGRICULTURA, GANADERÍA Y PESCA POR LA QUE SE CONVOCAN PARA LA CAMPAÑA 2020, LAS AYUDAS DE LA ACCION III.4 AYUDA AL CONSUMO HUMANO DE PRODUCTOS DE LECHE DE VACA DE ORIGEN LOCAL",http://www.gobiernodecanarias.org/boc/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A) AL DIA SEGUIENTE DE PUBLICACION DEL EXTRACTO EN EL BOC - B) DEL 1 DE ENERO DE 2021,A) UN MES - B) HASTA EL 31 DE ENERO DE 2021,,FEAGA - FONDO EUROPEO AGRÍCOLA DE GARANTÍA
4,RIBEIRA,AYUNTAMIENTO DE RIBEIRA,530611,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"595,528.68 €",TRANSPORTE Y ALMACENAMIENTO,ES111 - A Coruña,FOMENTO DEL EMPLEO,"AYUDAS PARA LA REACTIVACIÓN ECONÓMICA Y SOCIAL DEL CONCELLO DE RIBEIRA, PEL-REACTIVA.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,BASES DE EJECUCIÓN PRESUPUESTO 2020,https://bop.dacoruna.gal/bopportal/publicado/2020/07/10/2020_0000004514.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",AL DÍA SIGUIENTE DE LA PUBLICACIÓN DE LA CONVOCATORIA EN EL BOP,,,
5,OTROS,CÁMARA DE COMERCIO DE SABADELL,530607,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"48,000.00 €",ACTIVIDADES FINANCIERAS Y DE SEGUROS,ES511 - Barcelona,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,Convocatoria Extraordinaria Programa Xpande Digital 2020 - Cámara Sabadell.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Convocatoria Extraordinaria Programa Xpande Digital 2020,https://www.cambrasabadell.org/es/promocion/programa-xpande-digital-020815401/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A las 09.00h desde el día hábil siguiente a la publicación del extracto en el BOPB,"A los 5 días hábiles desde su apertura, finalizando a las 14:00h de día de su caducidad",,FEDER - FONDO EUROPEO DE DESARROLLO REGIONAL
6,CUNIT,AYUNTAMIENTO DE CUNIT,530599,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"10,000.00 €","Actividades deportivas, recreativas y de entretenimiento",ES514 - Tarragona,CULTURA,Convocatoria subvenciones a entidades que desarrollen actividades y proyectos de interés deportivo en el municipio de Cunit.,Convocatòria de l’atorgament de subvencions per al foment de l’activitat esportiva a Cunit.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Bases específiques de subvencions per al foment de l’activitat esportiva a Cunit publicadas al BOP de Tarragona en fecha 28/08/2020,https://www.diputaciodetarragona.cat/ebop/index.php?op=dwn&tipus=i&data=20200828&anyp=2020&num=05954&v=i,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",20 dias naturales a contar desde la fecha de publicación de la Convocatoria al BOP,20 dias naturales a contar desde la fecha de publicación de la Convocatoria al BOP,,
7,VEDRA,AYUNTAMIENTO DE VEDRA,530598,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"77,980.76 €",OTROS SERVICIOS,ES11 - GALICIA,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,Fondo de Financiamiento para la Reactivación Económica y Social de la provincia de A Coruña (PEL-REACTIVA) del Ayuntamiento de Vedra.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Norma 18. Bases Específicas reguladoras de las ayudas de Ayuntamientos adheridos ao Fondo de Financiamiento para la Recativación Económica y Social de la provincia (BOP num. 123/20, del 5 de agosto)",https://bop.dicoruna.es/bopportal/publicado/2020/08/05/2020_0000005419.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Día siguiente a la publicación de la convocatoria en el BOP,,,
8,LLERENA,AYUNTAMIENTO DE LLERENA,530585,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"30,000.00 €",OTROS SERVICIOS,ES431 - Badajoz,"COMERCIO, TURISMO Y PYMES",SUBVENCIONES PARA ATENUAR EL IMPACTO COVID 19 EN LLERENA DESTINADAS A EMPRESASQUE OBTUVIERAN PRESTACIÓN EXTRAORDINARIA COMO CONSECUENCIA DE REDUCCIÓN DE FACTURACIÓN.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBVENCIONES PARA ATENUAR EL IMPACTO COVID 19 EN LLERENA DESTINADAS A EMPRESASQUE OBTUVIERAN PRESTACIÓN EXTRAORDINARIA COMO CONSECUENCIA DE REDUCCIÓN DE FACTURACIÓN,https://sede.llerena.es/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DIA SIGUIENTE A LA PUBLICACIÓN BOP,QUINCE DIAS HABILES DESDE LA PUBLICACIÓN ,,
9,VILAFRANCA DEL PENEDÈS,AYUNTAMIENTO DE VILAFRANCA DEL PENEDÈS,530582,29/10/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,350.00 €,OTROS SERVICIOS,ES511 - Barcelona,CULTURA,CULTURA-2020: SUBVENCIÓN ASOCIACIÓN BALL DE COTONINES PARA EL AÑO 2020.,.,GRAN EMPRESA,CULTURA-2020: BASES SUBVENCIONES PARA ENTIDADES SIN CONVENIO,https://bop.diba.cat/temp/01_022020001041.pdf,No,No,01/01/2020,,,,
