,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,VILLANUEVA DEL TRABUCO,AYUNTAMIENTO DE VILLANUEVA DEL TRABUCO,511298,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS,ES617 - Málaga,"COMERCIO, TURISMO Y PYMES",BASES Y CONVOCATORIA DE AYUDAS DE APOYO ECONÓMICO A AUTÓNOMOS Y MICROEMPRESAS PARA HACER FRENTE AL IMPACTO DEL COVID-19.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,BASES REGULADORAS Y CONVOCATORIA DE AYUDAS DE APOYO ECONÓMICO A AUTÓNOMOS Y MICROEMPRESAS PARA HACER FRENTE AL IMPACTO DEL COVID-19,https://www.bopmalaga.es/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",14/08/2020,,,
1,GIRONA,AYUNTAMIENTO DE GIRONA,511297,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"30,000.00 €","Actividades de creación, artísticas y espectáculos",ES512 - Girona,CULTURA,Programación estable de la Sala La Planeta 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Programación estable de la Sala La Planeta 2020,https://seu.girona.cat/portal/dades/ordenances/_descarrega/OrdenanzaGeneralSubvencionesAjGirona_cast.pdf,No,No,31/01/2019,,,,
2,PARETS DEL VALLÈS,AYUNTAMIENTO DE PARETS DEL VALLÈS,511288,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"1,989.00 €",CONSTRUCCIÓN,ES511 - Barcelona,ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN,2020 CONVOCATORIA SUBVENCIONS PER A LA REHABILITACIO DE FAÇANES.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,2016 BASES SUBVENCIONS PER A LA REHABILITACIÓ DE FAÇANES,https://bop.diba.cat/scripts/ftpisa.aspx?fnew?bop2016&11/022016019077.pdf&1,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A l`endemà de la publicació de la convocatòria al BOPB,,,
3,BARAKALDO,INGURALDE,511280,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"110,000.00 €",OTROS SERVICIOS,ES21 - PAIS VASCO,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,Convocatoria Bonos Barakalzdo.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Convocatoria Bonos Barakaldo,https://apps.bizkaia.eus/BT00/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",Al día siguiente de publicación de sla convocatoria en el BOB,5 días naturales desde día siguiente a la publicación de la convocatoria en el BOB,,
4,GIRONA,AYUNTAMIENTO DE GIRONA,511279,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"120,000.00 €","Actividades de creación, artísticas y espectáculos",ES512 - Girona,CULTURA,Festival Estrenes 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Festival Estrenes 2020,https://seu.girona.cat/portal/dades/ordenances/_descarrega/OrdenanzaGeneralSubvencionesAjGirona_cast.pdf,No,No,16/04/2020,,,,
5,VITORIA-GASTEIZ,AYUNTAMIENTO DE VITORIA-GASTEIZ,511275,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"40,000.00 €",Otros servicios de información,ES211 - Araba/Álava,"COMERCIO, TURISMO Y PYMES",Acciones de promoción turística y de promoción de ciudad.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Ordenanza Municipal de Subvenciones,https://www.araba.eus/botha/Boletines/2006/005/2006_005_08711.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A partir del día siguiente de la publicación en BOTHA,Un mes desde el día siguiente de publicación en BOTHA,,
6,DIPUTACIÓN PROV. DE ALMERÍA,DIPUTACIÓN PROVINCIAL DE ALMERÍA,511262,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"18,000.00 €","ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO",ES611 - Almería,CULTURA,BASES PARA LA CONVOCATORIA DEL CONCURSO DE PROYECTOS DE PRODUCCIÓN AUDIOVISUAL ALMERIENSES DEL XIX FESTIVAL INTERNACIONAL DE CINE DE ALMERÍA- 2020. RESOLUCIÓN NÚM. 1626 DE 16/06/20.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,ORDENANZA GENERAL DE SUBVENCIONES DE LA EXCMA. DIPUTACIÓN PROVINCIAL DE ALMERÍA,http://app.dipalme.org/boletines/issue.vm?collection=&search=&id=0000044940&lang=es   http://www.dipalme.org/Servicios/Boletin/BOP5Anteriores.nsf/fechabop/C1257570006A8A5BC1257D8F004A1B81/$file/14-07772.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",18/08/2020,,,
7,COMUNIDAD DE MADRID,"CONSEJERÍA DE ECONOMÍA, EMPLEO Y COMPETITIVIDAD",511243,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"71,700,000.00 €",OTROS SERVICIOS,ES3 - COMUNIDAD DE MADRID,FOMENTO DEL EMPLEO,FOMENTO INTEGRACIÓN LAB. PERS. DISCAPACIDAD C.E.E. - COSTE SALARIAL.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,SUBV.FOMENTO INTEGRACION LABORAL PERS.DISCAPACIDAD EN C.E.E.-COSTE SALARIAL,https://www.bocm.es/boletin/CM_Orden_BOCM/2015/02/17/BOCM-20150217-18% 2C0.PDF,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",DÍA SIGUIENTE A LA PUBLICACIÓN DEL EXTRACTO EN EL B.O.C.M.,15 DÍAS HÁBILES CONTADOS DESDE EL DÍA SIGUIENTE AL DE LA PUBLICACIÓN DEL EXTRACTO.,,
8,PUIG-REIG,AYUNTAMIENTO DE PUIG-REIG,511234,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"70,000.00 €",Actividades de apoyo a las empresas n.c.o.p.,ES511 - Barcelona,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,CONVOCATÒRIA PER A LA CONCESSIÓ D`AJUTS EXTRAORDINARIS ALS ESTABLIMENTS COMERCIALS I EMPRESARIALS DE PUIG-REIG AFECTATS PER LA CRISI SANITÀRIA DEL COVID 19.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,BASES REGULADORES PER LA CONVOCATÒRIA D`AJUTS EXTRAORDINÀRIS ALS ESTABLIMENTS COMERCIALS I EMPRESARIALS DE PUIG-REIG AFECTATS PER LA CRISI SANITÀRIA OCSIONADA PEL COVID 19,https://bop.diba.cat/temp/06_022020007926.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A PARTIR DEL DIA SEGÜENT DE LA PUBLICACIÓ DE LA CONVOCATÒRIA AL BOPB,UN MES,,
9,LLAGOSTERA,AYUNTAMIENTO DE LLAGOSTERA,511227,17/06/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €","ACTIVIDADES PROFESIONALES, CIENTÍ?FICAS Y TÉCNICAS",ES - ESPAÑA ,"COMERCIO, TURISMO Y PYMES","Subvenciones para actividades económicas situadas en Llagostera, obligadas a cerrar o que hayan cerrado voluntariamente por razones de salubridad o de bajada de actividad a raíz de la declaración del estado de alarma COVID19..",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Bases reguladoras de las subvenciones del Ayuntamiento de Llagostera para actividades económicas situadas en Llagostera, cerradas a raíz de la declaración del estado de alarma COVID19.",https://ssl4.ddgi.cat/bopV1/pdf/2020/114/202011403666.pdf,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",09/07/2020,,,
