,entidad,tipo,BMDS,FECHA,intrumento,inst_text,tipo convocatoria,tipo_text,presupuesto,sector,region,finalidad,convocatoria_esp,convocatoria_coo,tipo_beneficiario,base_reguladora,http_reguladora,diario_of,continuo,validez,inicio,final,sa_number,cofinanciado
0,CANARIAS,"CONSEJERÍA DE AGRICULTURA, GANADERÍA Y PESCA",542713,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"16,352.27 €",Pesca,ES70 - CANARIAS,"AGRICULTURA, PESCA Y ALIMENTACIÓN","SUBVENCIÓN DIRECTA, BAJO EL MARCO NACIONAL TEMPORAL DE AYUDAS DE ESTADO,  A LOS PROPIETARIOS Y/O ARMADORES DE BUQUES PESQUEROS CON PUERTO BASE EN LA COMUNIDAD AUTÓNOMA DE CANARIAS, PARA SUFRAGAR LAS PÉRDIDAS ECONÓMICAS COMO CONSECUENCIA DE LA SITUACIÓN EX.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"ORDEN DE LA CONSEJERÍA DE AGRICULTURA, GANADERÍA Y PESCA, POR LA QUE SE CONCEDE UNA SUBVENCIÓN DIRECTA, BAJO EL MARCO NACIONAL TEMPORAL DE AYUDAS DE ESTADO,  A LOS PROPIETARIOS Y/O ARMADORES DE BUQUES PESQUEROS EN ACTIVO Y EN SITUACIÓN DE ALTA EN EL REGIS",http://www.gobiernodecanarias.org,No,No,06/09/2020,,,SA.56851,
1,CANARIAS,"CONSEJERÍA DE EDUCACIÓN, UNIVERSIDADES, CULTURA Y DEPORTES",542712,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"10,000.00 €","Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES708 - Lanzarote,CULTURA,ORDEN SUBV. NOMINADA MIAC DE LANZAROTE 2020.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,ORDEN SUBV. NOMINADA MIAC DE LANZAROTE 2020,http//www.gobcan.es,No,No,01/01/2020,31/12/2020,,,
2,CANARIAS,"CONSEJERÍA DE AGRICULTURA, GANADERÍA Y PESCA",542708,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"98,660.79 €","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",ES70 - CANARIAS,"AGRICULTURA, PESCA Y ALIMENTACIÓN",Orden subvencion directa complementaria flor cortada por covid 2019.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Orden subvencion directa complementaria flor cortada por covid 2019,Orden subvencion directa complementaria flor cortada por covid 2019,No,No,28/12/2020,,,,
3,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,542703,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"20,000.00 €","Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA,Subvenciones excluidas de concurrencia pública en el ámbito de la cultura popular y el patrimonio etnológico.,Subvencions excloses de concurrència pública en l'àmbit de la cultura popular i el patrimoni etnològic.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Plan estratégico de subvenciones,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,No,No,01/01/2020,,,,
4,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,542702,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"12,000.00 €","Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA,Subvenciones excluidas de concurrencia pública en el ámbito de la cultura popular y el patrimonio etnológico.,Subvencions excloses de concurrència pública en l'àmbit de la cultura popular i el patrimoni etnològic.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Plan estratégico de subvenciones,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,No,No,01/01/2020,,,,
5,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,542701,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"12,000.00 €","Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA,Subvenciones excluidas de concurrencia pública en el ámbito de la cultura popular y el patrimonio etnológico.,Subvencions excloses de concurrència pública en l'àmbit de la cultura popular i el patrimoni etnològic.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Plan estratégico de subvenciones,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,No,No,01/01/2020,,,,
6,CATALUÑA,OFICINA DE SUPORT A LA INICIATIVA CULTURAL,542700,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,"4,000.00 €","Actividades de bibliotecas, archivos, museos y otras actividades culturales",ES51 - CATALUÑA,CULTURA,Subvenciones excluidas de concurrencia pública en el ámbito de la cultura popular y el patrimonio etnológico.,Subvencions excloses de concurrència pública en l'àmbit de la cultura popular i el patrimoni etnològic.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,Plan estratégico de subvenciones,http://economia.gencat.cat/ca/ambits-actuacio/ajuts-subvencions/planificacio/plans-estrategics/,No,No,01/01/2020,,,,
7,SANT VICENÇ DE TORELLÓ,AYUNTAMIENTO DE SANT VICENÇ DE TORELLÓ,542690,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - instrumental,720.00 €,OTROS SERVICIOS,ES511 - Barcelona,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,CONVENIO COLABORACION GRUP POLITICA INDEP VILASECA BORGONYA.,.,PERSONAS JURÍDICAS QUE NO DESARROLLAN ACTIVIDAD ECONÓMICA,ORDENANÇA GENERAL DE SUBVENCIONS,https://bop.diba.cat/sdefault.asp?C=plataforma.anunci&idanuncio,No,No,01/01/2020,,,,
8,VALLE DE SEDANO,AYUNTAMIENTO DE VALLE DE SEDANO,542689,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concurrencia competitiva - canónica,"50,000.00 €",ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO; ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO,ES412 - Burgos,OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO,"AYUDAS A EMPRESAS Y AUTÓNOMOS  DEL VALLE DE SEDANO (BURGOS), PARA EL MANTENIMIENTO DE LA ACTIVIDAD ECONÓMICA EN EL MUNICIPIO, EN EL CONTEXTO DE LA EMERGENCIA SOCIO-ECONÓMICA PROVOCADA POR LA CRISIS SANITARIA DEL CORONAVIRUS.",.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"AYUDAS A EMPRESAS Y AUTÓNOMOS  DEL VALLE DE SEDANO (BURGOS), PARA EL MANTENIMIENTO DE LA ACTIVIDAD ECONÓMICA EN EL MUNICIPIO, EN EL CONTEXTO DE LA EMERGENCIA SOCIO-ECONÓMICA PROVOCADA POR LA CRISIS SANITARIA DEL CORONAVIRUS",http://www.valledesedano.org/,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",A partir del día siguiente a la publicación del extracto de la convocatoria en el B.O.P.,Vigésimo día hábil a partir del día siguiente a la publicación del extracto de la convocatoria BOP,,FSE - FONDO SOCIAL EUROPEO 
9,COMUNIDAD FORAL DE NAVARRA,SERVICIO NAVARRO DE EMPLEO - NAFAR LANSARE,542679,30/12/2020,Instrumento de ayuda,SUBVENCIÓN Y ENTREGA DINERARIA SIN CONTRAPRESTACIÓN ,Tipo de convocatoria,Concesión directa - canónica,"25,000.00 €","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",ES22 - COMUNIDAD FORAL DE NAVARRA,EDUCACIÓN,Subvención para el alquiler de material informático y acceso a Internet para participantes en cursos de formación para el empleo 2021.,.,PYME Y PERSONAS FÍSICAS QUE DESARROLLAN ACTIVIDAD ECONÓMICA,"Convocatoria para la concesión, en régimen de evaluación individualizada, de subvenciones para el alquiler de material informático y el acceso a internet para el alumnado que participe en diversas iniciativas de formación profesional para el empleo 2021",https://www.navarra.es/home_es/Servicios/ficha/9013/Subvencion-para-el-alquiler-de-material-informatico-y-acceso-a-Internet-para-participantes-en-cursos-de-formacion-para-el-empleo-2021,Sí,No,"Esta convocatoria no será válida mientras no se publique su extracto en el diario oficial; la publicación del extracto se puede consultar en la tabla ""Extracto de la convocatoria"" que se muestra más abajo.",El plazo de presentación de solicitudes se iniciará al día siguiente al de publicación en BON,El plazo de presentación de solicitudes finaliza 15 días después de la publicación en BON,SA.00000,
